task_id,model_id,architecture,text,code_reference,test_setup_code,test_list,code,pass@1,codebleu
141,claude-opus-4-7,LLM,Write a function to sort a list of elements using pancake sort.,"def pancake_sort(nums):
    arr_len = len(nums)
    while arr_len > 1:
        mi = nums.index(max(nums[0:arr_len]))
        nums = nums[mi::-1] + nums[mi+1:len(nums)]
        nums = nums[arr_len-1::-1] + nums[arr_len:len(nums)]
        arr_len -= 1
    return nums",,"assert pancake_sort([15, 79, 25, 38, 69]) == [15, 25, 38, 69, 79]
assert pancake_sort([98, 12, 54, 36, 85]) == [12, 36, 54, 85, 98]
assert pancake_sort([41, 42, 32, 12, 23]) == [12, 23, 32, 41, 42]","def pancake_sort(nums):
    arr = list(nums)
    n = len(arr)
    for size in range(n, 1, -1):
        mi = arr.index(max(arr[:size]))
        if mi != size-1:
            if mi != 0:
                arr[:mi+1] = arr[:mi+1][::-1]
            arr[:size] = arr[:size][::-1]
    return arr",passed,0.1764
142,claude-opus-4-7,LLM,Write a function to count the same pair in three given lists.,"def count_samepair(list1,list2,list3):
    result = sum(m == n == o for m, n, o in zip(list1,list2,list3))
    return result",,"assert count_samepair([1,2,3,4,5,6,7,8],[2,2,3,1,2,6,7,9],[2,1,3,1,2,6,7,9])==3
assert count_samepair([1,2,3,4,5,6,7,8],[2,2,3,1,2,6,7,8],[2,1,3,1,2,6,7,8])==4
assert count_samepair([1,2,3,4,2,6,7,8],[2,2,3,1,2,6,7,8],[2,1,3,1,2,6,7,8])==5","def count_samepair(a,b,c):
    return sum(1 for x,y,z in zip(a,b,c) if x==y==z)",passed,0.2723
143,claude-opus-4-7,LLM,Write a function to find number of lists present in the given tuple.,"def find_lists(Input): 
	if isinstance(Input, list): 
		return 1
	else: 
		return len(Input) ",,"assert find_lists(([1, 2, 3, 4], [5, 6, 7, 8])) == 2
assert find_lists(([1, 2], [3, 4], [5, 6]))  == 3
assert find_lists(([9, 8, 7, 6, 5, 4, 3, 2, 1])) == 1","def find_lists(t):
    if isinstance(t, list):
        return 1
    return sum(1 for x in t if isinstance(x, list))",passed,0.4091
144,claude-opus-4-7,LLM,Write a python function to find the sum of absolute differences in all pairs of the given array.,"def sum_Pairs(arr,n): 
    sum = 0
    for i in range(n - 1,-1,-1): 
        sum += i*arr[i] - (n-1-i) * arr[i] 
    return sum",,"assert sum_Pairs([1,8,9,15,16],5) == 74
assert sum_Pairs([1,2,3,4],4) == 10
assert sum_Pairs([1,2,3,4,5,7,9,11,14],9) == 188","def sum_Pairs(a,n):
    a=sorted(a)
    s=0
    for i in range(n):
        s+=a[i]*(2*i-n+1)
    return s",passed,0.2159
145,claude-opus-4-7,LLM,Write a python function to find the maximum difference between any two elements in a given array.,"def max_Abs_Diff(arr,n): 
    minEle = arr[0] 
    maxEle = arr[0] 
    for i in range(1, n): 
        minEle = min(minEle,arr[i]) 
        maxEle = max(maxEle,arr[i]) 
    return (maxEle - minEle) ",,"assert max_Abs_Diff((2,1,5,3),4) == 4
assert max_Abs_Diff((9,3,2,5,1),5) == 8
assert max_Abs_Diff((3,2,1),3) == 2","def max_Abs_Diff(arr, n):
    return max(arr) - min(arr)",passed,0.0451
146,claude-opus-4-7,LLM,Write a function to find the ascii value of total characters in a string.,"def ascii_value_string(str1):
  for i in range(len(str1)):
   return ord(str1[i])",,"assert ascii_value_string(""python"")==112
assert ascii_value_string(""Program"")==80
assert ascii_value_string(""Language"")==76","def ascii_value_string(s):
    return ord(s[0])",passed,0.0985
147,claude-opus-4-7,LLM,Write a function to find the maximum total path sum in the given triangle.,"def max_path_sum(tri, m, n): 
	for i in range(m-1, -1, -1): 
		for j in range(i+1): 
			if (tri[i+1][j] > tri[i+1][j+1]): 
				tri[i][j] += tri[i+1][j] 
			else: 
				tri[i][j] += tri[i+1][j+1] 
	return tri[0][0]",,"assert max_path_sum([[1, 0, 0], [4, 8, 0], [1, 5, 3]], 2, 2) == 14
assert max_path_sum([[13, 0, 0], [7, 4, 0], [2, 4, 6]], 2, 2) == 24 
assert max_path_sum([[2, 0, 0], [11, 18, 0], [21, 25, 33]], 2, 2) == 53","def max_path_sum(tri, m, n):
    for i in range(m-1, -1, -1):
        for j in range(i+1):
            tri[i][j] += max(tri[i+1][j], tri[i+1][j+1]) if i<m else 0
    return tri[0][0]",passed,0.6004
148,claude-opus-4-7,LLM,Write a function to divide a number into two parts such that the sum of digits is maximum.,"def sum_digits_single(x) : 
    ans = 0
    while x : 
        ans += x % 10
        x //= 10  
    return ans 
def closest(x) : 
    ans = 0
    while (ans * 10 + 9 <= x) : 
        ans = ans * 10 + 9  
    return ans   
def sum_digits_twoparts(N) : 
    A = closest(N)  
    return sum_digits_single(A) + sum_digits_single(N - A) ",,"assert sum_digits_twoparts(35)==17
assert sum_digits_twoparts(7)==7
assert sum_digits_twoparts(100)==19","def sum_digits_twoparts(N):
    def s(n):
        r=0
        while n:r+=n%10;n//=10
        return r
    return max(s(i)+s(N-i) for i in range(N+1))",passed,0.2337
149,claude-opus-4-7,LLM,Write a function to find the longest subsequence such that the difference between adjacents is one for the given array.,"def longest_subseq_with_diff_one(arr, n): 
	dp = [1 for i in range(n)] 
	for i in range(n): 
		for j in range(i): 
			if ((arr[i] == arr[j]+1) or (arr[i] == arr[j]-1)): 
				dp[i] = max(dp[i], dp[j]+1) 
	result = 1
	for i in range(n): 
		if (result < dp[i]): 
			result = dp[i] 
	return result",,"assert longest_subseq_with_diff_one([1, 2, 3, 4, 5, 3, 2], 7) == 6
assert longest_subseq_with_diff_one([10, 9, 4, 5, 4, 8, 6], 7) == 3
assert longest_subseq_with_diff_one([1, 2, 3, 2, 3, 7, 2, 1], 8) == 7","def longest_subseq_with_diff_one(arr, n):
    dp = [1]*n
    for i in range(1,n):
        for j in range(i):
            if abs(arr[i]-arr[j])==1:
                dp[i]=max(dp[i],dp[j]+1)
    return max(dp)",passed,0.3281
150,claude-opus-4-7,LLM,Write a python function to find whether the given number is present in the infinite sequence or not.,"def does_Contain_B(a,b,c): 
    if (a == b): 
        return True
    if ((b - a) * c > 0 and (b - a) % c == 0): 
        return True
    return False",,"assert does_Contain_B(1,7,3) == True
assert does_Contain_B(1,-3,5) == False
assert does_Contain_B(3,2,5) == False","def does_Contain_B(a,b,c):
    if a==c: return True
    if b==0: return False
    return (c-a)%b==0 and (c-a)//b>=0",AssertionError,0.4567
151,claude-opus-4-7,LLM,Write a python function to check whether the given number is co-prime or not.,"def gcd(p,q):
    while q != 0:
        p, q = q,p%q
    return p
def is_coprime(x,y):
    return gcd(x,y) == 1",,"assert is_coprime(17,13) == True
assert is_coprime(15,21) == False
assert is_coprime(25,45) == False","from math import gcd
def is_coprime(a,b):
    return gcd(a,b)==1",passed,0.2064
152,claude-opus-4-7,LLM,Write a function to sort the given array by using merge sort.,"def merge(a,b):
    c = []
    while len(a) != 0 and len(b) != 0:
        if a[0] < b[0]:
            c.append(a[0])
            a.remove(a[0])
        else:
            c.append(b[0])
            b.remove(b[0])
    if len(a) == 0:
        c += b
    else:
        c += a
    return c
def merge_sort(x):
    if len(x) == 0 or len(x) == 1:
        return x
    else:
        middle = len(x)//2
        a = merge_sort(x[:middle])
        b = merge_sort(x[middle:])
        return merge(a,b)
",,"assert merge_sort([3, 4, 2, 6, 5, 7, 1, 9]) == [1, 2, 3, 4, 5, 6, 7, 9]
assert merge_sort([7, 25, 45, 78, 11, 33, 19]) == [7, 11, 19, 25, 33, 45, 78]
assert merge_sort([3, 1, 4, 9, 8]) == [1, 3, 4, 8, 9]","def merge_sort(a):
    if len(a)<=1: return a
    m=len(a)//2
    l=merge_sort(a[:m]); r=merge_sort(a[m:])
    res=[];i=j=0
    while i<len(l) and j<len(r):
        if l[i]<=r[j]: res.append(l[i]);i+=1
        else: res.append(r[j]);j+=1
    return res+l[i:]+r[j:]",passed,0.2541
153,claude-opus-4-7,LLM,Write a function to find the vertex of a parabola.,"def parabola_vertex(a, b, c): 
  vertex=(((-b / (2 * a)),(((4 * a * c) - (b * b)) / (4 * a))))
  return vertex",,"assert parabola_vertex(5,3,2)==(-0.3, 1.55)
assert parabola_vertex(9,8,4)==(-0.4444444444444444, 2.2222222222222223)
assert parabola_vertex(2,4,6)==(-1.0, 4.0)","def parabola_vertex(a,b,c):
    x=-b/(2*a)
    return (x,c-b*b/(4*a))",passed,0.2605
154,claude-opus-4-7,LLM,Write a function to extract every specified element from a given two dimensional list.,"def specified_element(nums, N):
    result = [i[N] for i in nums]
    return result",,"assert specified_element([[1, 2, 3, 2], [4, 5, 6, 2], [7, 1, 9, 5]],0)==[1, 4, 7]
assert specified_element([[1, 2, 3, 2], [4, 5, 6, 2], [7, 1, 9, 5]],2)==[3, 6, 9]
assert specified_element([[1, 2, 3, 2], [4, 5, 6, 2], [7, 1, 9, 5]],3)==[2,2,5]","def specified_element(matrix, n):
    return [row[n] for row in matrix]",passed,0.3009
155,claude-opus-4-7,LLM,Write a python function to toggle all even bits of a given number.,"def even_bit_toggle_number(n) : 
    res = 0; count = 0; temp = n 
    while (temp > 0) :     
        if (count % 2 == 1) : 
            res = res | (1 << count)      
        count = count + 1
        temp >>= 1 
    return n ^ res ",,"assert even_bit_toggle_number(10) == 0
assert even_bit_toggle_number(20) == 30
assert even_bit_toggle_number(30) == 20","def even_bit_toggle_number(n):
    mask = 0
    i = 0
    t = n
    while t:
        if i % 2 == 0:
            mask |= (1 << i)
        i += 1
        t >>= 1
    return n ^ mask",AssertionError,0.4079
156,claude-opus-4-7,LLM,Write a function to convert a tuple of string values to a tuple of integer values.,"def tuple_int_str(tuple_str):
    result = tuple((int(x[0]), int(x[1])) for x in tuple_str)
    return result",,"assert tuple_int_str((('333', '33'), ('1416', '55')))==((333, 33), (1416, 55))
assert tuple_int_str((('999', '99'), ('1000', '500')))==((999, 99), (1000, 500))
assert tuple_int_str((('666', '66'), ('1500', '555')))==((666, 66), (1500, 555))","def tuple_int_str(t):
    return tuple((int(a), int(b)) for a, b in t)",passed,0.1531
157,claude-opus-4-7,LLM,Write a function to reflect the run-length encoding from a list.,"from itertools import groupby
def encode_list(list1):
    return [[len(list(group)), key] for key, group in groupby(list1)]",,"assert encode_list([1,1,2,3,4,4.3,5,1])==[[2, 1], [1, 2], [1, 3], [1, 4], [1, 4.3], [1, 5], [1, 1]]
assert encode_list('automatically')==[[1, 'a'], [1, 'u'], [1, 't'], [1, 'o'], [1, 'm'], [1, 'a'], [1, 't'], [1, 'i'], [1, 'c'], [1, 'a'], [2, 'l'], [1, 'y']]
assert encode_list('python')==[[1, 'p'], [1, 'y'], [1, 't'], [1, 'h'], [1, 'o'], [1, 'n']]","from itertools import groupby
def encode_list(l):
    return [[len(list(g)), k] for k,g in groupby(l)]",passed,0.6576
158,claude-opus-4-7,LLM,Write a python function to find k number of operations required to make all elements equal.,"def min_Ops(arr,n,k): 
    max1 = max(arr) 
    res = 0
    for i in range(0,n):  
        if ((max1 - arr[i]) % k != 0): 
            return -1 
        else: 
            res += (max1 - arr[i]) / k 
    return int(res) ",,"assert min_Ops([2,2,2,2],4,3) == 0
assert min_Ops([4,2,6,8],4,3) == -1
assert min_Ops([21,33,9,45,63],5,6) == 24","def min_Ops(arr,n,k):
    for i in range(1,n):
        if arr[i]%k != arr[0]%k:
            return -1
    arr.sort()
    median=arr[n//2]
    return sum(abs(x-median)//k for x in arr)",AssertionError,0.2291
159,claude-opus-4-7,LLM,Write a function to print the season for the given month and day.,"def month_season(month,days):
 if month in ('January', 'February', 'March'):
	 season = 'winter'
 elif month in ('April', 'May', 'June'):
	 season = 'spring'
 elif month in ('July', 'August', 'September'):
	 season = 'summer'
 else:
	 season = 'autumn'
 if (month == 'March') and (days > 19):
	 season = 'spring'
 elif (month == 'June') and (days > 20):
	 season = 'summer'
 elif (month == 'September') and (days > 21):
	 season = 'autumn'
 elif (month == 'October') and (days > 21):
	 season = 'autumn'
 elif (month == 'November') and (days > 21):
	 season = 'autumn'
 elif (month == 'December') and (days > 20):
	 season = 'winter'
 return season",,"assert month_season('January',4)==('winter')
assert month_season('October',28)==('autumn')
assert month_season('June',6)==('spring')","def month_season(month, day):
    if month in ('December','January','February') or (month=='March' and day<=20):
        return 'winter'
    if month in ('March','April','May') or (month=='June' and day<=20):
        return 'spring'
    if month in ('June','July','August') or (month=='September' and day<=22):
        return 'summer'
    return 'autumn'",passed,0.1827
160,claude-opus-4-7,LLM,Write a function to find x and y that satisfies ax + by = n.,"def solution (a, b, n): 
	i = 0
	while i * a <= n: 
		if (n - (i * a)) % b == 0: 
			return (""x = "",i ,"", y = "", 
			int((n - (i * a)) / b)) 
			return 0
		i = i + 1
	return (""No solution"") ",,"assert solution(2, 3, 7) == ('x = ', 2, ', y = ', 1)
assert solution(4, 2, 7) == 'No solution'
assert solution(1, 13, 17) == ('x = ', 4, ', y = ', 1)","def solution(a,b,n):
    for x in range(n//a+1):
        r=n-a*x
        if r>=0 and r%b==0:
            return ('x = ',x,', y = ',r//b)
    return 'No solution'",passed,0.1965
161,claude-opus-4-7,LLM,Write a function to remove all elements from a given list present in another list.,"def remove_elements(list1, list2):
    result = [x for x in list1 if x not in list2]
    return result",,"assert remove_elements([1,2,3,4,5,6,7,8,9,10],[2,4,6,8])==[1, 3, 5, 7, 9, 10]
assert remove_elements([1, 2, 3, 4, 5, 6, 7, 8, 9, 10],[1, 3, 5, 7])==[2, 4, 6, 8, 9, 10]
assert remove_elements([1, 2, 3, 4, 5, 6, 7, 8, 9, 10],[5,7])==[1, 2, 3, 4, 6, 8, 9, 10]","def remove_elements(a,b):
    return [x for x in a if x not in b]",passed,0.4775
162,claude-opus-4-7,LLM,Write a function to calculate the sum of the positive integers of n+(n-2)+(n-4)... (until n-x =< 0).,"def sum_series(n):
  if n < 1:
    return 0
  else:
    return n + sum_series(n - 2)",,"assert sum_series(6)==12
assert sum_series(10)==30
assert sum_series(9)==25","def sum_series(n):
    return sum(i for i in range(n,0,-2))",passed,0.1574
163,claude-opus-4-7,LLM,Write a function to calculate the area of a regular polygon.,"from math import tan, pi
def area_polygon(s,l):
  area = s * (l ** 2) / (4 * tan(pi / s))
  return area",,"assert area_polygon(4,20)==400.00000000000006
assert area_polygon(10,15)==1731.1969896610804
assert area_polygon(9,7)==302.90938549487214","import math
def area_polygon(s,l):
    return (s*l**2)/(4*math.tan(math.pi/s))",passed,0.1866
164,claude-opus-4-7,LLM,Write a python function to check whether the sum of divisors are same or not.,"import math 
def divSum(n): 
    sum = 1; 
    i = 2; 
    while(i * i <= n): 
        if (n % i == 0): 
            sum = (sum + i +math.floor(n / i)); 
        i += 1; 
    return sum; 
def areEquivalent(num1,num2): 
    return divSum(num1) == divSum(num2); ",,"assert areEquivalent(36,57) == False
assert areEquivalent(2,4) == False
assert areEquivalent(23,47) == True","def areEquivalent(a,b):
    def s(n):
        return sum(i for i in range(1,n+1) if n%i==0)
    return s(a)==s(b)",AssertionError,0.1807
165,claude-opus-4-7,LLM,Write a python function to count characters at same position in a given string (lower and uppercase characters) as in english alphabet.,"def count_char_position(str1): 
    count_chars = 0
    for i in range(len(str1)):
        if ((i == ord(str1[i]) - ord('A')) or 
            (i == ord(str1[i]) - ord('a'))): 
            count_chars += 1
    return count_chars ",,"assert count_char_position(""xbcefg"") == 2
assert count_char_position(""ABcED"") == 3
assert count_char_position(""AbgdeF"") == 5","def count_char_position(s):
    return sum(1 for i,c in enumerate(s) if c.lower()==chr(ord('a')+i))",passed,0.1284
166,claude-opus-4-7,LLM,Write a python function to count the pairs with xor as an even number.,"def find_even_Pair(A,N): 
    evenPair = 0
    for i in range(0,N): 
        for j in range(i+1,N): 
            if ((A[i] ^ A[j]) % 2 == 0): 
                evenPair+=1
    return evenPair; ",,"assert find_even_Pair([5,4,7,2,1],5) == 4
assert find_even_Pair([7,2,8,1,0,5,11],7) == 9
assert find_even_Pair([1,2,3],3) == 1","def find_even_Pair(a,n):
    c=0
    for i in range(n):
        for j in range(i+1,n):
            if (a[i]^a[j])%2==0: c+=1
    return c",passed,0.3992
167,claude-opus-4-7,LLM,Write a python function to find smallest power of 2 greater than or equal to n.,"def next_Power_Of_2(n): 
    count = 0; 
    if (n and not(n & (n - 1))): 
        return n   
    while( n != 0): 
        n >>= 1
        count += 1
    return 1 << count; ",,"assert next_Power_Of_2(0) == 1
assert next_Power_Of_2(5) == 8
assert next_Power_Of_2(17) == 32","def next_Power_Of_2(n):
    if n == 0:
        return 1
    p = 1
    while p < n:
        p <<= 1
    return p",passed,0.2158
168,claude-opus-4-7,LLM,Write a python function to find the frequency of a number in a given array.,"def frequency(a,x): 
    count = 0  
    for i in a: 
        if i == x: count += 1
    return count ",,"assert frequency([1,2,3],4) == 0
assert frequency([1,2,2,3,3,3,4],3) == 3
assert frequency([0,1,2,3,1,2],1) == 2","def frequency(a,x):
    return a.count(x)",passed,0.1174
169,claude-opus-4-7,LLM,Write a function to calculate the nth pell number.,"def get_pell(n): 
	if (n <= 2): 
		return n 
	a = 1
	b = 2
	for i in range(3, n+1): 
		c = 2 * b + a 
		a = b 
		b = c 
	return b ",,"assert get_pell(4) == 12
assert get_pell(7) == 169
assert get_pell(8) == 408","def get_pell(n):
    if n<=2: return n
    a,b=1,2
    for _ in range(n-2):
        a,b=b,2*b+a
    return b",passed,0.2602
170,claude-opus-4-7,LLM,Write a function to find sum of the numbers in a list between the indices of a specified range.,"def sum_range_list(list1, m, n):                                                                                                                                                                                                
    sum_range = 0                                                                                                                                                                                                         
    for i in range(m, n+1, 1):                                                                                                                                                                                        
        sum_range += list1[i]                                                                                                                                                                                                  
    return sum_range   ",,"assert sum_range_list( [2,1,5,6,8,3,4,9,10,11,8,12],8,10)==29
assert sum_range_list( [2,1,5,6,8,3,4,9,10,11,8,12],5,7)==16
assert sum_range_list( [2,1,5,6,8,3,4,9,10,11,8,12],7,10)==38","def sum_range_list(l,a,b):
    return sum(l[a:b+1])",passed,0.1382
171,claude-opus-4-7,LLM,Write a function to find the perimeter of a pentagon.,"import math
def perimeter_pentagon(a):
  perimeter=(5*a)
  return perimeter",,"assert perimeter_pentagon(5)==25
assert perimeter_pentagon(10)==50
assert perimeter_pentagon(15)==75","def perimeter_pentagon(a):
    return 5*a",passed,0.1885
172,claude-opus-4-7,LLM,Write a function to find the occurence of characters 'std' in the given string 1. list item 1. list item 1. list item 2. list item 2. list item 2. list item,"def count_occurance(s):
  count=0
  for i in range(len(s)):
    if (s[i]== 's' and s[i+1]=='t' and s[i+2]== 'd'):
      count = count + 1
  return count",,"assert count_occurance(""letstdlenstdporstd"") == 3
assert count_occurance(""truststdsolensporsd"") == 1
assert count_occurance(""makestdsostdworthit"") == 2","def count_occurance(s):
    return s.count(""std"")",passed,0.0669
173,claude-opus-4-7,LLM,Write a function to remove everything except alphanumeric characters from a string.,"import re
def remove_splchar(text): 
 pattern = re.compile('[\W_]+')
 return (pattern.sub('', text))",,"assert remove_splchar('python  @#&^%$*program123')==('pythonprogram123')
assert remove_splchar('python %^$@!^&*()  programming24%$^^()    language')==('pythonprogramming24language')
assert remove_splchar('python   ^%&^()(+_)(_^&67)                  program')==('python67program')","import re
def remove_splchar(s):
    return re.sub(r'[^a-zA-Z0-9]','',s)",passed,0.2776
174,claude-opus-4-7,LLM,Write a function to group a sequence of key-value pairs into a dictionary of lists.,"def group_keyvalue(l):
    result = {}
    for k, v in l:
         result.setdefault(k, []).append(v)
    return result",,"assert group_keyvalue([('yellow', 1), ('blue', 2), ('yellow', 3), ('blue', 4), ('red', 1)])=={'yellow': [1, 3], 'blue': [2, 4], 'red': [1]}
assert group_keyvalue([('python', 1), ('python', 2), ('python', 3), ('python', 4), ('python', 5)])=={'python': [1,2,3,4,5]}
assert group_keyvalue([('yellow',100), ('blue', 200), ('yellow', 300), ('blue', 400), ('red', 100)])=={'yellow': [100, 300], 'blue': [200, 400], 'red': [100]}","def group_keyvalue(l):
    d={}
    for k,v in l:
        d.setdefault(k,[]).append(v)
    return d",passed,0.5252
175,claude-opus-4-7,LLM,Write a function to verify validity of a string of parentheses.,"def is_valid_parenthese( str1):
        stack, pchar = [], {""("": "")"", ""{"": ""}"", ""["": ""]""}
        for parenthese in str1:
            if parenthese in pchar:
                stack.append(parenthese)
            elif len(stack) == 0 or pchar[stack.pop()] != parenthese:
                return False
        return len(stack) == 0",,"assert is_valid_parenthese(""(){}[]"")==True
assert is_valid_parenthese(""()[{)}"")==False
assert is_valid_parenthese(""()"")==True","def is_valid_parenthese(s):
    st=[]
    m={')':'(',']':'[','}':'{'}
    for c in s:
        if c in '([{':st.append(c)
        else:
            if not st or st.pop()!=m[c]:return False
    return not st",passed,0.3633
176,claude-opus-4-7,LLM,Write a function to find the perimeter of a triangle.,"def perimeter_triangle(a,b,c):
  perimeter=a+b+c
  return perimeter",,"assert perimeter_triangle(10,20,30)==60
assert perimeter_triangle(3,4,5)==12
assert perimeter_triangle(25,35,45)==105","def perimeter_triangle(a,b,c):
    return a+b+c",passed,0.3417
177,claude-opus-4-7,LLM,Write a python function to find two distinct numbers such that their lcm lies within the given range.,"def answer(L,R): 
    if (2 * L <= R): 
        return (L ,2*L)
    else: 
        return (-1) ",,"assert answer(3,8) == (3,6)
assert answer(2,6) == (2,4)
assert answer(1,3) == (1,2)","def answer(l,r):
    return (l,2*l)",passed,0.2204
178,claude-opus-4-7,LLM,Write a function to search some literals strings in a string.,"import re
def string_literals(patterns,text):
  for pattern in patterns:
     if re.search(pattern,  text):
       return ('Matched!')
     else:
       return ('Not Matched!')",,"assert string_literals(['language'],'python language')==('Matched!')
assert string_literals(['program'],'python language')==('Not Matched!')
assert string_literals(['python'],'programming language')==('Not Matched!')","def string_literals(patterns, text):
    for p in patterns:
        if p not in text:
            return 'Not Matched!'
    return 'Matched!'",passed,0.213
179,claude-opus-4-7,LLM,Write a function to find if the given number is a keith number or not.,"def is_num_keith(x): 
	terms = [] 
	temp = x 
	n = 0 
	while (temp > 0): 
		terms.append(temp % 10) 
		temp = int(temp / 10) 
		n+=1 
	terms.reverse() 
	next_term = 0 
	i = n 
	while (next_term < x): 
		next_term = 0 
		for j in range(1,n+1): 
			next_term += terms[i - j] 
		terms.append(next_term) 
		i+=1 
	return (next_term == x) ",,"assert is_num_keith(14) == True
assert is_num_keith(12) == False
assert is_num_keith(197) == True","def is_num_keith(n):
    s=[int(c) for c in str(n)]
    k=len(s)
    while s[-1]<n:
        s.append(sum(s[-k:]))
    return s[-1]==n",passed,0.072
180,claude-opus-4-7,LLM,Write a function to calculate distance between two points using latitude and longitude.,"from math import radians, sin, cos, acos
def distance_lat_long(slat,slon,elat,elon):
 dist = 6371.01 * acos(sin(slat)*sin(elat) + cos(slat)*cos(elat)*cos(slon - elon))
 return dist",,"assert distance_lat_long(23.5,67.5,25.5,69.5)==12179.372041317429
assert distance_lat_long(10.5,20.5,30.5,40.5)==6069.397933300514
assert distance_lat_long(10,20,30,40)==6783.751974994595","import math
def distance_lat_long(slat,slon,elat,elon):
    R=6373.0
    slat=math.radians(slat);slon=math.radians(slon);elat=math.radians(elat);elon=math.radians(elon)
    dlon=elon-slon;dlat=elat-slat
    a=math.sin(dlat/2)**2+math.cos(slat)*math.cos(elat)*math.sin(dlon/2)**2
    c=2*math.atan2(math.sqrt(a),math.sqrt(1-a))
    return R*c",AssertionError,0.3063
181,claude-opus-4-7,LLM,Write a function to find the longest common prefix in the given set of strings.,"def common_prefix_util(str1, str2): 
	result = """"; 
	n1 = len(str1) 
	n2 = len(str2) 
	i = 0
	j = 0
	while i <= n1 - 1 and j <= n2 - 1: 
		if (str1[i] != str2[j]): 
			break
		result += str1[i] 
		i += 1
		j += 1
	return (result) 
def common_prefix (arr, n): 
	prefix = arr[0] 
	for i in range (1, n): 
		prefix = common_prefix_util(prefix, arr[i]) 
	return (prefix) ",,"assert common_prefix([""tablets"", ""tables"", ""taxi"", ""tamarind""], 4) == 'ta'
assert common_prefix([""apples"", ""ape"", ""april""], 3) == 'ap'
assert common_prefix([""teens"", ""teenager"", ""teenmar""], 3) == 'teen'","import os
def common_prefix(arr, n):
    return os.path.commonprefix(arr)",passed,0.0398
182,claude-opus-4-7,LLM,"Write a function to find uppercase, lowercase, special character and numeric values using regex.","import re
def find_character(string):
  uppercase_characters = re.findall(r""[A-Z]"", string) 
  lowercase_characters = re.findall(r""[a-z]"", string) 
  numerical_characters = re.findall(r""[0-9]"", string) 
  special_characters = re.findall(r""[, .!?]"", string) 
  return uppercase_characters, lowercase_characters, numerical_characters, special_characters",,"assert find_character(""ThisIsGeeksforGeeks"") == (['T', 'I', 'G', 'G'], ['h', 'i', 's', 's', 'e', 'e', 'k', 's', 'f', 'o', 'r', 'e', 'e', 'k', 's'], [], [])
assert find_character(""Hithere2"") == (['H'], ['i', 't', 'h', 'e', 'r', 'e'], ['2'], [])
assert find_character(""HeyFolks32"") == (['H', 'F'], ['e', 'y', 'o', 'l', 'k', 's'], ['3', '2'], [])","import re
def find_character(s):
    return (re.findall(r'[A-Z]',s), re.findall(r'[a-z]',s), re.findall(r'\d',s), re.findall(r'[^A-Za-z0-9]',s))",passed,0.3003
183,claude-opus-4-7,LLM,Write a function to count all the distinct pairs having a difference of k in any array.,"def count_pairs(arr, n, k):
  count=0;
  for i in range(0,n):
    for j in range(i+1, n):
      if arr[i] - arr[j] == k or arr[j] - arr[i] == k:
        count += 1
  return count",,"assert count_pairs([1, 5, 3, 4, 2], 5, 3) == 2
assert count_pairs([8, 12, 16, 4, 0, 20], 6, 4) == 5
assert count_pairs([2, 4, 1, 3, 4], 5, 2) == 3","def count_pairs(arr, n, k):
    s = set(arr)
    return sum(1 for x in s if (x+k) in s)",AssertionError,0.1193
184,claude-opus-4-7,LLM,Write a function to find all the values in a list that are greater than a specified number.,"def greater_specificnum(list,num):
 greater_specificnum=all(x >= num for x in list)
 return greater_specificnum",,"assert greater_specificnum([220, 330, 500],200)==True
assert greater_specificnum([12, 17, 21],20)==False
assert greater_specificnum([1,2,3,4],10)==False","def greater_specificnum(lst, n):
    return all(x > n for x in lst)",passed,0.2816
185,claude-opus-4-7,LLM,Write a function to find the focus of a parabola.,"def parabola_focus(a, b, c): 
  focus= (((-b / (2 * a)),(((4 * a * c) - (b * b) + 1) / (4 * a))))
  return focus",,"assert parabola_focus(5,3,2)==(-0.3, 1.6)
assert parabola_focus(9,8,4)==(-0.4444444444444444, 2.25)
assert parabola_focus(2,4,6)==(-1.0, 4.125)","def parabola_focus(a,b,c):
    return (-b/(2*a), c-(b*b-1)/(4*a))",passed,0.2304
186,claude-opus-4-7,LLM,Write a function to search some literals strings in a string by using regex.,"import re
def check_literals(text, patterns):
  for pattern in patterns:
    if re.search(pattern,  text):
        return ('Matched!')
    else:
        return ('Not Matched!')",,"assert check_literals('The quick brown fox jumps over the lazy dog.',['fox']) == 'Matched!'
assert check_literals('The quick brown fox jumps over the lazy dog.',['horse']) == 'Not Matched!'
assert check_literals('The quick brown fox jumps over the lazy dog.',['lazy']) == 'Matched!'","import re
def check_literals(s, l):
    for p in l:
        if re.search(p, s):
            return 'Matched!'
    return 'Not Matched!'",passed,0.3821
