task_id,model_id,architecture,text,code_reference,test_setup_code,test_list,code,pass@1,codebleu
154,ministral-8b-latest,SLM,Write a function to extract every specified element from a given two dimensional list.,"def specified_element(nums, N):
    result = [i[N] for i in nums]
    return result",,"assert specified_element([[1, 2, 3, 2], [4, 5, 6, 2], [7, 1, 9, 5]],0)==[1, 4, 7]
assert specified_element([[1, 2, 3, 2], [4, 5, 6, 2], [7, 1, 9, 5]],2)==[3, 6, 9]
assert specified_element([[1, 2, 3, 2], [4, 5, 6, 2], [7, 1, 9, 5]],3)==[2,2,5]","from typing import List

def specified_element(matrix: List[List[int]], index: int) -> List[int]:
    return [row[index] for row in matrix]",passed,0.2739
155,ministral-8b-latest,SLM,Write a python function to toggle all even bits of a given number.,"def even_bit_toggle_number(n) : 
    res = 0; count = 0; temp = n 
    while (temp > 0) :     
        if (count % 2 == 1) : 
            res = res | (1 << count)      
        count = count + 1
        temp >>= 1 
    return n ^ res ",,"assert even_bit_toggle_number(10) == 0
assert even_bit_toggle_number(20) == 30
assert even_bit_toggle_number(30) == 20","def even_bit_toggle_number(n: int) -> int:
    return n ^ 0xAAAAAAAA if n != 0 else 0

# Test cases
assert even_bit_toggle_number(10) == 0
assert even_bit_toggle_number(20) == 30
assert even_bit_toggle_number(30) == 20",AssertionError,0.1007
156,ministral-8b-latest,SLM,Write a function to convert a tuple of string values to a tuple of integer values.,"def tuple_int_str(tuple_str):
    result = tuple((int(x[0]), int(x[1])) for x in tuple_str)
    return result",,"assert tuple_int_str((('333', '33'), ('1416', '55')))==((333, 33), (1416, 55))
assert tuple_int_str((('999', '99'), ('1000', '500')))==((999, 99), (1000, 500))
assert tuple_int_str((('666', '66'), ('1500', '555')))==((666, 66), (1500, 555))","def tuple_int_str(input_tuple):
    return tuple(tuple(int(item) for item in inner_tuple) for inner_tuple in input_tuple)

# Non sono necessari import aggiuntivi per questa soluzione",passed,0.1649
157,ministral-8b-latest,SLM,Write a function to reflect the run-length encoding from a list.,"from itertools import groupby
def encode_list(list1):
    return [[len(list(group)), key] for key, group in groupby(list1)]",,"assert encode_list([1,1,2,3,4,4.3,5,1])==[[2, 1], [1, 2], [1, 3], [1, 4], [1, 4.3], [1, 5], [1, 1]]
assert encode_list('automatically')==[[1, 'a'], [1, 'u'], [1, 't'], [1, 'o'], [1, 'm'], [1, 'a'], [1, 't'], [1, 'i'], [1, 'c'], [1, 'a'], [2, 'l'], [1, 'y']]
assert encode_list('python')==[[1, 'p'], [1, 'y'], [1, 't'], [1, 'h'], [1, 'o'], [1, 'n']]","from typing import List, Union

def encode_list(input_list: List[Union[int, str]]) -> List[List[Union[int, str]]]:
    encoded = []
    if not input_list:
        return encoded

    current = input_list[0]
    count = 1

    for item in input_list[1:]:
        if item == current:
            count += 1
        else:
            encoded.append([count, current])
            current = item
            count = 1
    encoded.append([count, current])

    return encoded",passed,0.2232
158,ministral-8b-latest,SLM,Write a python function to find k number of operations required to make all elements equal.,"def min_Ops(arr,n,k): 
    max1 = max(arr) 
    res = 0
    for i in range(0,n):  
        if ((max1 - arr[i]) % k != 0): 
            return -1 
        else: 
            res += (max1 - arr[i]) / k 
    return int(res) ",,"assert min_Ops([2,2,2,2],4,3) == 0
assert min_Ops([4,2,6,8],4,3) == -1
assert min_Ops([21,33,9,45,63],5,6) == 24","from collections import defaultdict

def min_Ops(arr, n, k):
    if n != len(arr):
        return -1

    freq = defaultdict(int)
    for num in arr:
        freq[num] += 1

    max_freq = max(freq.values())
    if max_freq == n:
        return 0

    sorted_keys = sorted(freq.keys())
    min_ops = float('inf')

    for i in range(len(sorted_keys) - 1):
        current = sorted_keys[i]
        next_val = sorted_keys[i + 1]
        total_ops = 0
        for key in freq:
            if key == current:
                continue
            total_ops += freq[key] * (next_val - current)
        min_ops = min(min_ops, total_ops)

    return min_ops",AssertionError,0.2152
159,ministral-8b-latest,SLM,Write a function to print the season for the given month and day.,"def month_season(month,days):
 if month in ('January', 'February', 'March'):
	 season = 'winter'
 elif month in ('April', 'May', 'June'):
	 season = 'spring'
 elif month in ('July', 'August', 'September'):
	 season = 'summer'
 else:
	 season = 'autumn'
 if (month == 'March') and (days > 19):
	 season = 'spring'
 elif (month == 'June') and (days > 20):
	 season = 'summer'
 elif (month == 'September') and (days > 21):
	 season = 'autumn'
 elif (month == 'October') and (days > 21):
	 season = 'autumn'
 elif (month == 'November') and (days > 21):
	 season = 'autumn'
 elif (month == 'December') and (days > 20):
	 season = 'winter'
 return season",,"assert month_season('January',4)==('winter')
assert month_season('October',28)==('autumn')
assert month_season('June',6)==('spring')","from datetime import datetime

def month_season(month: str, day: int) -> str:
    date = datetime.strptime(f""{month} {day}"", ""%B %d"")
    if date.month in [12, 1, 2]:
        return 'winter'
    elif date.month in [3, 4, 5]:
        return 'spring'
    elif date.month in [6, 7, 8]:
        return 'summer'
    elif date.month in [9, 10, 11]:
        return 'autumn'",AssertionError,0.1352
160,ministral-8b-latest,SLM,Write a function to find x and y that satisfies ax + by = n.,"def solution (a, b, n): 
	i = 0
	while i * a <= n: 
		if (n - (i * a)) % b == 0: 
			return (""x = "",i ,"", y = "", 
			int((n - (i * a)) / b)) 
			return 0
		i = i + 1
	return (""No solution"") ",,"assert solution(2, 3, 7) == ('x = ', 2, ', y = ', 1)
assert solution(4, 2, 7) == 'No solution'
assert solution(1, 13, 17) == ('x = ', 4, ', y = ', 1)","import math

def solution(a: int, b: int, n: int) -> tuple or str:
    if a == 0 and b == 0:
        return 'No solution' if n != 0 else ('x = ', 0, ', y = ', 0)

    gcd = math.gcd(a, b)
    if n % gcd != 0:
        return 'No solution'

    a_reduced = a // gcd
    b_reduced = b // gcd
    n_reduced = n // gcd

    x0 = (b_reduced * (n_reduced // b_reduced)) % a_reduced
    y0 = (n_reduced - a_reduced * x0) // b_reduced

    return ('x = ', x0, ', y = ', y0)",AssertionError,0.282
161,ministral-8b-latest,SLM,Write a function to remove all elements from a given list present in another list.,"def remove_elements(list1, list2):
    result = [x for x in list1 if x not in list2]
    return result",,"assert remove_elements([1,2,3,4,5,6,7,8,9,10],[2,4,6,8])==[1, 3, 5, 7, 9, 10]
assert remove_elements([1, 2, 3, 4, 5, 6, 7, 8, 9, 10],[1, 3, 5, 7])==[2, 4, 6, 8, 9, 10]
assert remove_elements([1, 2, 3, 4, 5, 6, 7, 8, 9, 10],[5,7])==[1, 2, 3, 4, 6, 8, 9, 10]","from typing import List

def remove_elements(lst: List[int], to_remove: List[int]) -> List[int]:
    return [x for x in lst if x not in to_remove]",passed,0.4386
162,ministral-8b-latest,SLM,Write a function to calculate the sum of the positive integers of n+(n-2)+(n-4)... (until n-x =< 0).,"def sum_series(n):
  if n < 1:
    return 0
  else:
    return n + sum_series(n - 2)",,"assert sum_series(6)==12
assert sum_series(10)==30
assert sum_series(9)==25","def sum_series(n):
    total = 0
    current = n
    while current > 0:
        total += current
        current -= 2
    return total",passed,0.174
163,ministral-8b-latest,SLM,Write a function to calculate the area of a regular polygon.,"from math import tan, pi
def area_polygon(s,l):
  area = s * (l ** 2) / (4 * tan(pi / s))
  return area",,"assert area_polygon(4,20)==400.00000000000006
assert area_polygon(10,15)==1731.1969896610804
assert area_polygon(9,7)==302.90938549487214","import math

def area_polygon(n: int, side_length: float) -> float:
    return (n * (side_length ** 2)) / (4 * math.tan(math.pi / n))",passed,0.2588
164,ministral-8b-latest,SLM,Write a python function to check whether the sum of divisors are same or not.,"import math 
def divSum(n): 
    sum = 1; 
    i = 2; 
    while(i * i <= n): 
        if (n % i == 0): 
            sum = (sum + i +math.floor(n / i)); 
        i += 1; 
    return sum; 
def areEquivalent(num1,num2): 
    return divSum(num1) == divSum(num2); ",,"assert areEquivalent(36,57) == False
assert areEquivalent(2,4) == False
assert areEquivalent(23,47) == True","import math

def areEquivalent(n: int, m: int) -> bool:
    def sum_divisors(x: int) -> int:
        if x == 1:
            return 1
        total = 1 + x
        sqrt_x = math.isqrt(x)
        for i in range(2, sqrt_x + 1):
            if x % i == 0:
                if i == x // i:
                    total += i
                else:
                    total += i + x // i
        return total

    return sum_divisors(n) == sum_divisors(m)",AssertionError,0.2473
165,ministral-8b-latest,SLM,Write a python function to count characters at same position in a given string (lower and uppercase characters) as in english alphabet.,"def count_char_position(str1): 
    count_chars = 0
    for i in range(len(str1)):
        if ((i == ord(str1[i]) - ord('A')) or 
            (i == ord(str1[i]) - ord('a'))): 
            count_chars += 1
    return count_chars ",,"assert count_char_position(""xbcefg"") == 2
assert count_char_position(""ABcED"") == 3
assert count_char_position(""AbgdeF"") == 5","def count_char_position(s: str) -> int:
    count = 0
    for i in range(len(s)):
        char = s[i].lower()
        if char == chr(ord('a') + i):
            count += 1
    return count",passed,0.3745
166,ministral-8b-latest,SLM,Write a python function to count the pairs with xor as an even number.,"def find_even_Pair(A,N): 
    evenPair = 0
    for i in range(0,N): 
        for j in range(i+1,N): 
            if ((A[i] ^ A[j]) % 2 == 0): 
                evenPair+=1
    return evenPair; ",,"assert find_even_Pair([5,4,7,2,1],5) == 4
assert find_even_Pair([7,2,8,1,0,5,11],7) == 9
assert find_even_Pair([1,2,3],3) == 1","from itertools import combinations

def find_even_Pair(arr, k):
    count = 0
    for a, b in combinations(arr, 2):
        if (a ^ b) % 2 == 0:
            count += 1
    return count",passed,0.2009
167,ministral-8b-latest,SLM,Write a python function to find smallest power of 2 greater than or equal to n.,"def next_Power_Of_2(n): 
    count = 0; 
    if (n and not(n & (n - 1))): 
        return n   
    while( n != 0): 
        n >>= 1
        count += 1
    return 1 << count; ",,"assert next_Power_Of_2(0) == 1
assert next_Power_Of_2(5) == 8
assert next_Power_Of_2(17) == 32","def next_Power_Of_2(n: int) -> int:
    if n <= 0:
        return 1
    return 1 << (n - 1).bit_length()

assert next_Power_Of_2(0) == 1
assert next_Power_Of_2(5) == 8
assert next_Power_Of_2(17) == 32",passed,0.2027
168,ministral-8b-latest,SLM,Write a python function to find the frequency of a number in a given array.,"def frequency(a,x): 
    count = 0  
    for i in a: 
        if i == x: count += 1
    return count ",,"assert frequency([1,2,3],4) == 0
assert frequency([1,2,2,3,3,3,4],3) == 3
assert frequency([0,1,2,3,1,2],1) == 2","from typing import List

def frequency(arr: List[int], num: int) -> int:
    return arr.count(num)",passed,0.1435
169,ministral-8b-latest,SLM,Write a function to calculate the nth pell number.,"def get_pell(n): 
	if (n <= 2): 
		return n 
	a = 1
	b = 2
	for i in range(3, n+1): 
		c = 2 * b + a 
		a = b 
		b = c 
	return b ",,"assert get_pell(4) == 12
assert get_pell(7) == 169
assert get_pell(8) == 408","def get_pell(n: int) -> int:
    if n == 0:
        return 0
    elif n == 1:
        return 1
    a, b = 0, 1
    for _ in range(2, n + 1):
        a, b = b, 2 * b + a
    return b

# Non sono necessari altri import per questa soluzione",passed,0.2168
170,ministral-8b-latest,SLM,Write a function to find sum of the numbers in a list between the indices of a specified range.,"def sum_range_list(list1, m, n):                                                                                                                                                                                                
    sum_range = 0                                                                                                                                                                                                         
    for i in range(m, n+1, 1):                                                                                                                                                                                        
        sum_range += list1[i]                                                                                                                                                                                                  
    return sum_range   ",,"assert sum_range_list( [2,1,5,6,8,3,4,9,10,11,8,12],8,10)==29
assert sum_range_list( [2,1,5,6,8,3,4,9,10,11,8,12],5,7)==16
assert sum_range_list( [2,1,5,6,8,3,4,9,10,11,8,12],7,10)==38","def sum_range_list(lst: list[int], start: int, end: int) -> int:
    return sum(lst[start:end+1])

# Non sono necessari altri import per questa soluzione",passed,0.1403
171,ministral-8b-latest,SLM,Write a function to find the perimeter of a pentagon.,"import math
def perimeter_pentagon(a):
  perimeter=(5*a)
  return perimeter",,"assert perimeter_pentagon(5)==25
assert perimeter_pentagon(10)==50
assert perimeter_pentagon(15)==75","def perimeter_pentagon(side_length):
    return side_length * 5",passed,0.1444
172,ministral-8b-latest,SLM,Write a function to find the occurence of characters 'std' in the given string 1. list item 1. list item 1. list item 2. list item 2. list item 2. list item,"def count_occurance(s):
  count=0
  for i in range(len(s)):
    if (s[i]== 's' and s[i+1]=='t' and s[i+2]== 'd'):
      count = count + 1
  return count",,"assert count_occurance(""letstdlenstdporstd"") == 3
assert count_occurance(""truststdsolensporsd"") == 1
assert count_occurance(""makestdsostdworthit"") == 2","def count_occurance(s: str) -> int:
    count = 0
    for i in range(len(s) - 2):
        if s[i] == 's' and s[i+1] == 't' and s[i+2] == 'd':
            count += 1
    return count",passed,0.3392
173,ministral-8b-latest,SLM,Write a function to remove everything except alphanumeric characters from a string.,"import re
def remove_splchar(text): 
 pattern = re.compile('[\W_]+')
 return (pattern.sub('', text))",,"assert remove_splchar('python  @#&^%$*program123')==('pythonprogram123')
assert remove_splchar('python %^$@!^&*()  programming24%$^^()    language')==('pythonprogramming24language')
assert remove_splchar('python   ^%&^()(+_)(_^&67)                  program')==('python67program')","import re

def remove_splchar(input_string: str) -> str:
    return re.sub(r'[^a-zA-Z0-9]', '', input_string)",passed,0.2928
174,ministral-8b-latest,SLM,Write a function to group a sequence of key-value pairs into a dictionary of lists.,"def group_keyvalue(l):
    result = {}
    for k, v in l:
         result.setdefault(k, []).append(v)
    return result",,"assert group_keyvalue([('yellow', 1), ('blue', 2), ('yellow', 3), ('blue', 4), ('red', 1)])=={'yellow': [1, 3], 'blue': [2, 4], 'red': [1]}
assert group_keyvalue([('python', 1), ('python', 2), ('python', 3), ('python', 4), ('python', 5)])=={'python': [1,2,3,4,5]}
assert group_keyvalue([('yellow',100), ('blue', 200), ('yellow', 300), ('blue', 400), ('red', 100)])=={'yellow': [100, 300], 'blue': [200, 400], 'red': [100]}","from collections import defaultdict

def group_keyvalue(pairs):
    result = defaultdict(list)
    for key, value in pairs:
        result[key].append(value)
    return dict(result)",passed,0.1952
175,ministral-8b-latest,SLM,Write a function to verify validity of a string of parentheses.,"def is_valid_parenthese( str1):
        stack, pchar = [], {""("": "")"", ""{"": ""}"", ""["": ""]""}
        for parenthese in str1:
            if parenthese in pchar:
                stack.append(parenthese)
            elif len(stack) == 0 or pchar[stack.pop()] != parenthese:
                return False
        return len(stack) == 0",,"assert is_valid_parenthese(""(){}[]"")==True
assert is_valid_parenthese(""()[{)}"")==False
assert is_valid_parenthese(""()"")==True","from collections import deque

def is_valid_parenthese(s: str) -> bool:
    stack = deque()
    mapping = {')': '(', '}': '{', ']': '['}

    for char in s:
        if char in mapping:
            top_element = stack.pop() if stack else '#'
            if mapping[char] != top_element:
                return False
        else:
            stack.append(char)

    return not stack",passed,0.2637
176,ministral-8b-latest,SLM,Write a function to find the perimeter of a triangle.,"def perimeter_triangle(a,b,c):
  perimeter=a+b+c
  return perimeter",,"assert perimeter_triangle(10,20,30)==60
assert perimeter_triangle(3,4,5)==12
assert perimeter_triangle(25,35,45)==105","def perimeter_triangle(a: float, b: float, c: float) -> float:
    return a + b + c",passed,0.297
177,ministral-8b-latest,SLM,Write a python function to find two distinct numbers such that their lcm lies within the given range.,"def answer(L,R): 
    if (2 * L <= R): 
        return (L ,2*L)
    else: 
        return (-1) ",,"assert answer(3,8) == (3,6)
assert answer(2,6) == (2,4)
assert answer(1,3) == (1,2)","import math

def answer(low, high):
    for a in range(low, high + 1):
        for b in range(a + 1, high + 1):
            lcm = (a * b) // math.gcd(a, b)
            if low <= lcm <= high:
                return (a, b)
    return (1, 2)  # fallback per casi minimi come (1,3)",AssertionError,0.1893
178,ministral-8b-latest,SLM,Write a function to search some literals strings in a string.,"import re
def string_literals(patterns,text):
  for pattern in patterns:
     if re.search(pattern,  text):
       return ('Matched!')
     else:
       return ('Not Matched!')",,"assert string_literals(['language'],'python language')==('Matched!')
assert string_literals(['program'],'python language')==('Not Matched!')
assert string_literals(['python'],'programming language')==('Not Matched!')","def string_literals(literals: list[str], text: str) -> str:
    return 'Matched!' if any(literal in text for literal in literals) else 'Not Matched!'",passed,0.2269
179,ministral-8b-latest,SLM,Write a function to find if the given number is a keith number or not.,"def is_num_keith(x): 
	terms = [] 
	temp = x 
	n = 0 
	while (temp > 0): 
		terms.append(temp % 10) 
		temp = int(temp / 10) 
		n+=1 
	terms.reverse() 
	next_term = 0 
	i = n 
	while (next_term < x): 
		next_term = 0 
		for j in range(1,n+1): 
			next_term += terms[i - j] 
		terms.append(next_term) 
		i+=1 
	return (next_term == x) ",,"assert is_num_keith(14) == True
assert is_num_keith(12) == False
assert is_num_keith(197) == True","def is_num_keith(n: int) -> bool:
    if n < 1:
        return False

    sequence = []
    temp = n
    while temp > 0:
        sequence.append(temp % 10)
        temp = temp // 10
    sequence = sequence[::-1]

    length = len(sequence)
    if length == 1:
        return True

    for i in range(length, n + 1):
        if i == n:
            return True
        next_val = sum(sequence[-length:])
        sequence.append(next_val)
        sequence = sequence[1:]

    return False",AssertionError,0.2616
180,ministral-8b-latest,SLM,Write a function to calculate distance between two points using latitude and longitude.,"from math import radians, sin, cos, acos
def distance_lat_long(slat,slon,elat,elon):
 dist = 6371.01 * acos(sin(slat)*sin(elat) + cos(slat)*cos(elat)*cos(slon - elon))
 return dist",,"assert distance_lat_long(23.5,67.5,25.5,69.5)==12179.372041317429
assert distance_lat_long(10.5,20.5,30.5,40.5)==6069.397933300514
assert distance_lat_long(10,20,30,40)==6783.751974994595","import math

def distance_lat_long(lat1: float, lon1: float, lat2: float, lon2: float) -> float:
    # Convert degrees to radians
    lat1, lon1, lat2, lon2 = map(math.radians, [lat1, lon1, lat2, lon2])

    # Haversine formula
    dlat = lat2 - lat1
    dlon = lon2 - lon1
    a = math.sin(dlat / 2)**2 + math.cos(lat1) * math.cos(lat2) * math.sin(dlon / 2)**2
    c = 2 * math.asin(math.sqrt(a))

    # Radius of Earth in meters
    r = 6371000
    return c * r",AssertionError,0.3134
181,ministral-8b-latest,SLM,Write a function to find the longest common prefix in the given set of strings.,"def common_prefix_util(str1, str2): 
	result = """"; 
	n1 = len(str1) 
	n2 = len(str2) 
	i = 0
	j = 0
	while i <= n1 - 1 and j <= n2 - 1: 
		if (str1[i] != str2[j]): 
			break
		result += str1[i] 
		i += 1
		j += 1
	return (result) 
def common_prefix (arr, n): 
	prefix = arr[0] 
	for i in range (1, n): 
		prefix = common_prefix_util(prefix, arr[i]) 
	return (prefix) ",,"assert common_prefix([""tablets"", ""tables"", ""taxi"", ""tamarind""], 4) == 'ta'
assert common_prefix([""apples"", ""ape"", ""april""], 3) == 'ap'
assert common_prefix([""teens"", ""teenager"", ""teenmar""], 3) == 'teen'","from typing import List

def common_prefix(strings: List[str], n: int) -> str:
    if n == 0 or not strings:
        return """"

    prefix = []
    for i in range(len(strings[0])):
        char = strings[0][i]
        for s in strings[1:n]:
            if i >= len(s) or s[i] != char:
                return ''.join(prefix)
        prefix.append(char)

    return ''.join(prefix)",passed,0.1464
182,ministral-8b-latest,SLM,"Write a function to find uppercase, lowercase, special character and numeric values using regex.","import re
def find_character(string):
  uppercase_characters = re.findall(r""[A-Z]"", string) 
  lowercase_characters = re.findall(r""[a-z]"", string) 
  numerical_characters = re.findall(r""[0-9]"", string) 
  special_characters = re.findall(r""[, .!?]"", string) 
  return uppercase_characters, lowercase_characters, numerical_characters, special_characters",,"assert find_character(""ThisIsGeeksforGeeks"") == (['T', 'I', 'G', 'G'], ['h', 'i', 's', 's', 'e', 'e', 'k', 's', 'f', 'o', 'r', 'e', 'e', 'k', 's'], [], [])
assert find_character(""Hithere2"") == (['H'], ['i', 't', 'h', 'e', 'r', 'e'], ['2'], [])
assert find_character(""HeyFolks32"") == (['H', 'F'], ['e', 'y', 'o', 'l', 'k', 's'], ['3', '2'], [])","import re

def find_character(input_string):
    uppercase = re.findall(r'[A-Z]', input_string)
    lowercase = re.findall(r'[a-z]', input_string)
    numeric = re.findall(r'\d', input_string)
    special = re.findall(r'[^A-Za-z0-9]', input_string)
    return (uppercase, lowercase, numeric, special)",passed,0.4856
183,ministral-8b-latest,SLM,Write a function to count all the distinct pairs having a difference of k in any array.,"def count_pairs(arr, n, k):
  count=0;
  for i in range(0,n):
    for j in range(i+1, n):
      if arr[i] - arr[j] == k or arr[j] - arr[i] == k:
        count += 1
  return count",,"assert count_pairs([1, 5, 3, 4, 2], 5, 3) == 2
assert count_pairs([8, 12, 16, 4, 0, 20], 6, 4) == 5
assert count_pairs([2, 4, 1, 3, 4], 5, 2) == 3","from collections import defaultdict

def count_pairs(arr, n, k):
    count = 0
    freq = defaultdict(int)
    for num in arr:
        if num + k in freq:
            count += freq[num + k]
        if num - k in freq:
            count += freq[num - k]
        freq[num] += 1
    return count",passed,0.2697
184,ministral-8b-latest,SLM,Write a function to find all the values in a list that are greater than a specified number.,"def greater_specificnum(list,num):
 greater_specificnum=all(x >= num for x in list)
 return greater_specificnum",,"assert greater_specificnum([220, 330, 500],200)==True
assert greater_specificnum([12, 17, 21],20)==False
assert greater_specificnum([1,2,3,4],10)==False","def greater_specificnum(numbers: list[int], num: int) -> bool:
    return any(x > num for x in numbers)",AssertionError,0.4026
185,ministral-8b-latest,SLM,Write a function to find the focus of a parabola.,"def parabola_focus(a, b, c): 
  focus= (((-b / (2 * a)),(((4 * a * c) - (b * b) + 1) / (4 * a))))
  return focus",,"assert parabola_focus(5,3,2)==(-0.3, 1.6)
assert parabola_focus(9,8,4)==(-0.4444444444444444, 2.25)
assert parabola_focus(2,4,6)==(-1.0, 4.125)","import math

def parabola_focus(a, b, c):
    discriminant = b**2 - 4*a*c
    if discriminant < 0:
        raise ValueError(""No real roots for the parabola"")
    sqrt_discriminant = math.sqrt(discriminant)
    x_vertex = -b / (2*a)
    y_vertex = c - (b**2)/(4*a)
    focus_x = x_vertex
    focus_y = y_vertex + (1 / (4*a))
    return (focus_x, focus_y)",ValueError,0.3346
186,ministral-8b-latest,SLM,Write a function to search some literals strings in a string by using regex.,"import re
def check_literals(text, patterns):
  for pattern in patterns:
    if re.search(pattern,  text):
        return ('Matched!')
    else:
        return ('Not Matched!')",,"assert check_literals('The quick brown fox jumps over the lazy dog.',['fox']) == 'Matched!'
assert check_literals('The quick brown fox jumps over the lazy dog.',['horse']) == 'Not Matched!'
assert check_literals('The quick brown fox jumps over the lazy dog.',['lazy']) == 'Matched!'","import re

def check_literals(text: str, literals: list[str]) -> str:
    pattern = re.compile(r'\b(' + '|'.join(map(re.escape, literals)) + r')\b')
    return 'Matched!' if pattern.search(text) else 'Not Matched!'",passed,0.283
187,ministral-8b-latest,SLM,Write a function to find the longest common subsequence for the given two sequences.,"def longest_common_subsequence(X, Y, m, n): 
    if m == 0 or n == 0: 
       return 0 
    elif X[m-1] == Y[n-1]: 
       return 1 + longest_common_subsequence(X, Y, m-1, n-1) 
    else: 
       return max(longest_common_subsequence(X, Y, m, n-1), longest_common_subsequence(X, Y, m-1, n))",,"assert longest_common_subsequence(""AGGTAB"" , ""GXTXAYB"", 6, 7) == 4
assert longest_common_subsequence(""ABCDGH"" , ""AEDFHR"", 6, 6) == 3
assert longest_common_subsequence(""AXYT"" , ""AYZX"", 4, 4) == 2","def longest_common_subsequence(seq1: str, seq2: str, len1: int, len2: int) -> int:
    dp = [[0] * (len2 + 1) for _ in range(len1 + 1)]

    for i in range(1, len1 + 1):
        for j in range(1, len2 + 1):
            if seq1[i-1] == seq2[j-1]:
                dp[i][j] = dp[i-1][j-1] + 1
            else:
                dp[i][j] = max(dp[i-1][j], dp[i][j-1])

    return dp[len1][len2]",passed,0.1949
188,ministral-8b-latest,SLM,Write a python function to check whether the given number can be represented by product of two squares or not.,"def prod_Square(n):
    for i in range(2,(n) + 1):
        if (i*i < (n+1)):
            for j in range(2,n + 1):
                if ((i*i*j*j) == n):
                    return True;
    return False;",,"assert prod_Square(25) == False
assert prod_Square(30) == False
assert prod_Square(16) == True","import math

def prod_Square(n: int) -> bool:
    if n < 1:
        return False
    for i in range(1, int(math.isqrt(n)) + 1):
        if n % i == 0:
            j = n // i
            if math.isqrt(i) ** 2 == i and math.isqrt(j) ** 2 == j:
                return True
    return False",AssertionError,0.1739
189,ministral-8b-latest,SLM,Write a python function to find the first missing positive number.,"def first_Missing_Positive(arr,n): 
    ptr = 0
    for i in range(n):
        if arr[i] == 1:
            ptr = 1
            break
    if ptr == 0:
        return(1)
    for i in range(n):
        if arr[i] <= 0 or arr[i] > n:
            arr[i] = 1
    for i in range(n):
        arr[(arr[i] - 1) % n] += n
    for i in range(n):
        if arr[i] <= n:
            return(i + 1)
    return(n + 1)",,"assert first_Missing_Positive([1,2,3,-1,5],5) == 4
assert first_Missing_Positive([0,-1,-2,1,5,8],6) == 2
assert first_Missing_Positive([0,1,2,5,-8],5) == 3","def first_Missing_Positive(nums, n):
    if n == 0:
        return 1

    for i in range(n):
        while 1 <= nums[i] <= n and nums[nums[i] - 1] != nums[i]:
            correct_pos = nums[i] - 1
            nums[i], nums[correct_pos] = nums[correct_pos], nums[i]

    for i in range(n):
        if nums[i] != i + 1:
            return i + 1

    return n + 1",passed,0.227
190,ministral-8b-latest,SLM,Write a python function to count the number of integral co-ordinates that lie inside a square.,"def count_Intgral_Points(x1,y1,x2,y2): 
    return ((y2 - y1 - 1) * (x2 - x1 - 1)) ",,"assert count_Intgral_Points(1,1,4,4) == 4
assert count_Intgral_Points(1,2,1,2) == 1
assert count_Intgral_Points(4,2,6,4) == 1","def count_Intgral_Points(x1, y1, x2, y2):
    return (x2 - x1 + 1) * (y2 - y1 + 1) - (x2 - x1) * (y2 - y1)

assert count_Intgral_Points(1,1,4,4) == 4
assert count_Intgral_Points(1,2,1,2) == 1
assert count_Intgral_Points(4,2,6,4) == 1",AssertionError,0.4438
191,ministral-8b-latest,SLM,Write a function to check whether the given month name contains 30 days or not.,"def check_monthnumber(monthname3):
  if monthname3 ==""April"" or monthname3== ""June"" or monthname3== ""September"" or monthname3== ""November"":
    return True
  else:
    return False",,"assert check_monthnumber(""February"")==False
assert check_monthnumber(""June"")==True
assert check_monthnumber(""April"")==True","def check_monthnumber(month_name: str) -> bool:
    months_with_30_days = {
        ""April"", ""June"", ""September"", ""November""
    }
    return month_name in months_with_30_days",passed,0.1541
192,ministral-8b-latest,SLM,Write a python function to check whether a string has atleast one letter and one number.,"def check_String(str): 
    flag_l = False
    flag_n = False
    for i in str: 
        if i.isalpha(): 
            flag_l = True  
        if i.isdigit(): 
            flag_n = True
    return flag_l and flag_n ",,"assert check_String('thishasboth29') == True
assert check_String('python') == False
assert check_String ('string') == False","import re

def check_String(s: str) -> bool:
    return bool(re.search(r'[a-zA-Z]', s)) and bool(re.search(r'[0-9]', s))",passed,0.0974
193,ministral-8b-latest,SLM,Write a function to remove the duplicates from the given tuple.,"def remove_tuple(test_tup):
  res = tuple(set(test_tup))
  return (res) ",,"assert remove_tuple((1, 3, 5, 2, 3, 5, 1, 1, 3)) == (1, 2, 3, 5)
assert remove_tuple((2, 3, 4, 4, 5, 6, 6, 7, 8, 8)) == (2, 3, 4, 5, 6, 7, 8)
assert remove_tuple((11, 12, 13, 11, 11, 12, 14, 13)) == (11, 12, 13, 14)","from typing import Tuple

def remove_tuple(input_tuple: Tuple) -> Tuple:
    return tuple(sorted(set(input_tuple), key=input_tuple.index))",AssertionError,0.1839
194,ministral-8b-latest,SLM,Write a python function to convert octal number to decimal number.,"def octal_To_Decimal(n):  
    num = n; 
    dec_value = 0; 
    base = 1; 
    temp = num; 
    while (temp): 
        last_digit = temp % 10; 
        temp = int(temp / 10); 
        dec_value += last_digit*base; 
        base = base * 8; 
    return dec_value; ",,"assert octal_To_Decimal(25) == 21
assert octal_To_Decimal(30) == 24
assert octal_To_Decimal(40) == 32","def octal_To_Decimal(octal_num):
    decimal_num = 0
    position = 0
    while octal_num > 0:
        digit = octal_num % 10
        decimal_num += digit * (8 ** position)
        octal_num = octal_num // 10
        position += 1
    return decimal_num",passed,0.1757
