task_id,model_id,architecture,name,language,prompt,code,pass@1,tests
go/HumanEval_134_check_if_last_char_is_a_letter,ministral-8b-latest,SLM,HumanEval_134_check_if_last_char_is_a_letter,go,"package check_if_last_char_is_a_letter_test

import (
    ""testing""
    ""fmt""
)

// Create a function that returns true if the last character
// of a given string is an alphabetical character and is not
// a part of a word, and false otherwise.
// Note: ""word"" is a group of characters separated by space.
// Examples:
// >>> check_if_last_char_is_a_letter(""apple pie"")
// false
// >>> check_if_last_char_is_a_letter(""apple pi e"")
// true
// >>> check_if_last_char_is_a_letter(""apple pi e "")
// false
// >>> check_if_last_char_is_a_letter("""")
// false
func check_if_last_char_is_a_letter(txt string) bool {
","func check_if_last_char_is_a_letter(txt string) bool {
    if len(txt) == 0 {
        return false
    }

    lastChar := txt[len(txt)-1]
    isLetter := lastChar >= 'a' && lastChar <= 'z' || lastChar >= 'A' && lastChar <= 'Z'

    if !isLetter {
        return false
    }

    // Check if the last character is not followed by a space or end of string
    if len(txt) == 1 {
        return true
    }

    // Check if the character before the last is a space
    prevChar := txt[len(txt)-2]
    return prevChar == ' '
}",passed,"func TestCheck_If_Last_Char_Is_A_Letter(t *testing.T) {
  candidate := check_if_last_char_is_a_letter
	type test struct {
		actual   interface{}
		expected interface{}
	}
   tests := []test{
     { actual: candidate(""apple""), expected: false },
     { actual: candidate(""apple pi e""), expected: true },
     { actual: candidate(""eeeee""), expected: false },
     { actual: candidate(""A""), expected: true },
     { actual: candidate(""Pumpkin pie ""), expected: false },
     { actual: candidate(""Pumpkin pie 1""), expected: false },
     { actual: candidate(""""), expected: false },
     { actual: candidate(""eeeee e ""), expected: false },
     { actual: candidate(""apple pie""), expected: false },
     { actual: candidate(""apple pi e ""), expected: false },
   }

	for i, tc := range tests {
		t.Run(fmt.Sprintf(""test num % d"", i), func(t *testing.T) {
			if fmt.Sprintf(""%v"", tc.actual) != fmt.Sprintf(""%v"", tc.expected) {
				t.Errorf(""expected '%s', got '%s'"", tc.expected, tc.actual)
			}
		})
	}
}
"
go/HumanEval_135_can_arrange,ministral-8b-latest,SLM,HumanEval_135_can_arrange,go,"package can_arrange_test

import (
    ""testing""
    ""fmt""
)

// Create a function which returns the largest index of an element which
// is not greater than or equal to the element immediately preceding it. If
// no such element exists then return -1. The given list will not contain
// duplicate values.
// Examples:
// >>> can_arrange([]int{1, 2, 4, 3, 5})
// 3
// >>> can_arrange([]int{1, 2, 3})
// -1
func can_arrange(arr []int) int {
","func can_arrange(arr []int) int {
    if len(arr) <= 1 {
        return -1
    }

    for i := len(arr) - 1; i > 0; i-- {
        if arr[i] < arr[i-1] {
            return i
        }
    }
    return -1
}",passed,"func TestCan_Arrange(t *testing.T) {
  candidate := can_arrange
	type test struct {
		actual   interface{}
		expected interface{}
	}
   tests := []test{
     { actual: candidate([]int{1, 2, 4, 3, 5}), expected: 3 },
     { actual: candidate([]int{1, 2, 4, 5}), expected: -1 },
     { actual: candidate([]int{1, 4, 2, 5, 6, 7, 8, 9, 10}), expected: 2 },
     { actual: candidate([]int{4, 8, 5, 7, 3}), expected: 4 },
     { actual: candidate([]int{}), expected: -1 },
   }

	for i, tc := range tests {
		t.Run(fmt.Sprintf(""test num % d"", i), func(t *testing.T) {
			if fmt.Sprintf(""%v"", tc.actual) != fmt.Sprintf(""%v"", tc.expected) {
				t.Errorf(""expected '%s', got '%s'"", tc.expected, tc.actual)
			}
		})
	}
}
"
go/HumanEval_136_largest_smallest_integers,ministral-8b-latest,SLM,HumanEval_136_largest_smallest_integers,go,"package largest_smallest_integers_test

import (
    ""testing""
    ""fmt""
)

// Create a function that returns a list (a, b), where 'a' is
// the largest of negative integers, and 'b' is the smallest
// of positive integers in a list.
// If there is no negative or positive integers, return them as nil.
// Examples:
// >>> largest_smallest_integers([]int{2, 4, 1, 3, 5, 7})
// []interface{}{nil, 1}
// >>> largest_smallest_integers([]int{})
// []interface{}{nil, nil}
// >>> largest_smallest_integers([]int{0})
// []interface{}{nil, nil}
func largest_smallest_integers(lst []int) []interface{} {
","func largest_smallest_integers(lst []int) []interface{} {
    var largestNeg, smallestPos *int
    hasNeg, hasPos := false, false

    for _, num := range lst {
        if num < 0 {
            if !hasNeg || *largestNeg < num {
                largestNeg = &num
            }
            hasNeg = true
        } else if num > 0 {
            if !hasPos || *smallestPos > num {
                smallestPos = &num
            }
            hasPos = true
        }
    }

    result := make([]interface{}, 2)
    if hasNeg {
        result[0] = *largestNeg
    } else {
        result[0] = nil
    }

    if hasPos {
        result[1] = *smallestPos
    } else {
        result[1] = nil
    }

    return result
}",AssertionError,"func TestLargest_Smallest_Integers(t *testing.T) {
  candidate := largest_smallest_integers
	type test struct {
		actual   interface{}
		expected interface{}
	}
   tests := []test{
     { actual: candidate([]int{2, 4, 1, 3, 5, 7}), expected: []interface{}{nil, 1} },
     { actual: candidate([]int{2, 4, 1, 3, 5, 7, 0}), expected: []interface{}{nil, 1} },
     { actual: candidate([]int{1, 3, 2, 4, 5, 6, -2}), expected: []interface{}{-2, 1} },
     { actual: candidate([]int{4, 5, 3, 6, 2, 7, -7}), expected: []interface{}{-7, 2} },
     { actual: candidate([]int{7, 3, 8, 4, 9, 2, 5, -9}), expected: []interface{}{-9, 2} },
     { actual: candidate([]int{}), expected: []interface{}{nil, nil} },
     { actual: candidate([]int{0}), expected: []interface{}{nil, nil} },
     { actual: candidate([]int{-1, -3, -5, -6}), expected: []interface{}{-1, nil} },
     { actual: candidate([]int{-1, -3, -5, -6, 0}), expected: []interface{}{-1, nil} },
     { actual: candidate([]int{-6, -4, -4, -3, 1}), expected: []interface{}{-3, 1} },
     { actual: candidate([]int{-6, -4, -4, -3, -100, 1}), expected: []interface{}{-3, 1} },
   }

	for i, tc := range tests {
		t.Run(fmt.Sprintf(""test num % d"", i), func(t *testing.T) {
			if fmt.Sprintf(""%v"", tc.actual) != fmt.Sprintf(""%v"", tc.expected) {
				t.Errorf(""expected '%s', got '%s'"", tc.expected, tc.actual)
			}
		})
	}
}
"
go/HumanEval_138_is_equal_to_sum_even,ministral-8b-latest,SLM,HumanEval_138_is_equal_to_sum_even,go,"package is_equal_to_sum_even_test

import (
    ""testing""
    ""fmt""
)

// Evaluate whether the given number n can be written as the sum of exactly 4 positive even numbers
// Example
// >>> is_equal_to_sum_even(4)
// false
// >>> is_equal_to_sum_even(6)
// false
// >>> is_equal_to_sum_even(8)
// true
func is_equal_to_sum_even(n int) bool {
","func is_equal_to_sum_even(n int) bool {
    if n < 8 {
        return false
    }
    if n%2 != 0 {
        return false
    }
    for i := 2; i <= n/2; i += 2 {
        for j := 2; j <= (n-i)/2; j += 2 {
            for k := 2; k <= (n-i-j)/2; k += 2 {
                l := n - i - j - k
                if l >= 2 && l%2 == 0 {
                    return true
                }
            }
        }
    }
    return false
}",passed,"func TestIs_Equal_To_Sum_Even(t *testing.T) {
  candidate := is_equal_to_sum_even
	type test struct {
		actual   interface{}
		expected interface{}
	}
   tests := []test{
     { actual: candidate(4), expected: false },
     { actual: candidate(6), expected: false },
     { actual: candidate(8), expected: true },
     { actual: candidate(10), expected: true },
     { actual: candidate(11), expected: false },
     { actual: candidate(12), expected: true },
     { actual: candidate(13), expected: false },
     { actual: candidate(16), expected: true },
   }

	for i, tc := range tests {
		t.Run(fmt.Sprintf(""test num % d"", i), func(t *testing.T) {
			if fmt.Sprintf(""%v"", tc.actual) != fmt.Sprintf(""%v"", tc.expected) {
				t.Errorf(""expected '%s', got '%s'"", tc.expected, tc.actual)
			}
		})
	}
}
"
go/HumanEval_139_special_factorial,ministral-8b-latest,SLM,HumanEval_139_special_factorial,go,"package special_factorial_test

import (
    ""testing""
    ""fmt""
)

// The Brazilian factorial is defined as:
// brazilian_factorial(n) = n! * (n-1)! * (n-2)! * ... * 1!
// where n > 0
// For example:
// >>> special_factorial(4)
// 288
// The function will receive an integer as input and should return the special
// factorial of this integer.
func special_factorial(n int) int {
","func special_factorial(n int) int {
    if n <= 0 {
        return 0
    }
    result := 1
    for i := n; i >= 1; i-- {
        factorial := 1
        for j := 1; j <= i; j++ {
            factorial *= j
        }
        result *= factorial
    }
    return result
}",passed,"func TestSpecial_Factorial(t *testing.T) {
  candidate := special_factorial
	type test struct {
		actual   interface{}
		expected interface{}
	}
   tests := []test{
     { actual: candidate(4), expected: 288 },
     { actual: candidate(5), expected: 34560 },
     { actual: candidate(7), expected: 125411328000 },
     { actual: candidate(1), expected: 1 },
   }

	for i, tc := range tests {
		t.Run(fmt.Sprintf(""test num % d"", i), func(t *testing.T) {
			if fmt.Sprintf(""%v"", tc.actual) != fmt.Sprintf(""%v"", tc.expected) {
				t.Errorf(""expected '%s', got '%s'"", tc.expected, tc.actual)
			}
		})
	}
}
"
go/HumanEval_140_fix_spaces,ministral-8b-latest,SLM,HumanEval_140_fix_spaces,go,"package fix_spaces_test

import (
    ""testing""
    ""fmt""
)

// Given a string text, replace all spaces in it with underscores, 
// and if a string has more than 2 consecutive spaces, 
// then replace all consecutive spaces with - 
// >>> fix_spaces("" Example"")
// ""Example""
// >>> fix_spaces("" Example 1"")
// ""Example_1""
// >>> fix_spaces("" Example 2"")
// ""_Example_2""
// >>> fix_spaces("" Example 3"")
// ""_Example-3""
func fix_spaces(text string) string {
","func fix_spaces(text string) string {
    var result strings.Builder
    i := 0
    n := len(text)
    for i < n {
        if text[i] == ' ' {
            count := 1
            for i+count < n && text[i+count] == ' ' {
                count++
            }
            if count > 2 {
                result.WriteString(strings.Repeat(""-"", count))
            } else {
                result.WriteString(strings.Repeat(""_"", count))
            }
            i += count
        } else {
            result.WriteRune(text[i])
            i++
        }
    }
    return result.String()
}",SyntaxError,"func TestFix_Spaces(t *testing.T) {
  candidate := fix_spaces
	type test struct {
		actual   interface{}
		expected interface{}
	}
   tests := []test{
     { actual: candidate(""Example""), expected: ""Example"" },
     { actual: candidate(""Mudasir Hanif ""), expected: ""Mudasir_Hanif_"" },
     { actual: candidate(""Yellow Yellow  Dirty  Fellow""), expected: ""Yellow_Yellow__Dirty__Fellow"" },
     { actual: candidate(""Exa   mple""), expected: ""Exa-mple"" },
     { actual: candidate(""   Exa 1 2 2 mple""), expected: ""-Exa_1_2_2_mple"" },
   }

	for i, tc := range tests {
		t.Run(fmt.Sprintf(""test num % d"", i), func(t *testing.T) {
			if fmt.Sprintf(""%v"", tc.actual) != fmt.Sprintf(""%v"", tc.expected) {
				t.Errorf(""expected '%s', got '%s'"", tc.expected, tc.actual)
			}
		})
	}
}
"
go/HumanEval_141_file_name_check,ministral-8b-latest,SLM,HumanEval_141_file_name_check,go,"package file_name_check_test

import (
    ""testing""
    ""fmt""
)

// Create a function which takes a string representing a file's name, and returns
// 'Yes' if the the file's name is valid, and returns 'No' otherwise.
// A file's name is considered to be valid if and only if all the following conditions 
// are met:
// - There should not be more than three digits ('0'-'9') in the file's name.
// - The file's name contains exactly one dot '.'
// - The substring before the dot should not be empty, and it starts with a letter from 
// the latin alphapet ('a'-'z' and 'A'-'Z').
// - The substring after the dot should be one of these: ['txt', 'exe', 'dll']
// Examples:
// >>> file_name_check(""example.txt"")
// ""Yes""
// >>> file_name_check(""1example.dll"")
// ""No""
func file_name_check(file_name string) string {
","func file_name_check(file_name string) string {
    parts := strings.Split(file_name, ""."")
    if len(parts) != 2 {
        return ""No""
    }

    beforeDot := parts[0]
    afterDot := parts[1]

    // Check digits count
    digitCount := 0
    for _, c := range beforeDot {
        if unicode.IsDigit(c) {
            digitCount++
            if digitCount > 3 {
                return ""No""
            }
        }
    }

    // Check before dot conditions
    if len(beforeDot) == 0 || !unicode.IsLetter(rune(beforeDot[0])) {
        return ""No""
    }

    // Check after dot condition
    validExtensions := map[string]bool{
        ""txt"": true,
        ""exe"": true,
        ""dll"": true,
    }
    if !validExtensions[afterDot] {
        return ""No""
    }

    return ""Yes""
}",SyntaxError,"func TestFile_Name_Check(t *testing.T) {
  candidate := file_name_check
	type test struct {
		actual   interface{}
		expected interface{}
	}
   tests := []test{
     { actual: candidate(""example.txt""), expected: ""Yes"" },
     { actual: candidate(""1example.dll""), expected: ""No"" },
     { actual: candidate(""s1sdf3.asd""), expected: ""No"" },
     { actual: candidate(""K.dll""), expected: ""Yes"" },
     { actual: candidate(""MY16FILE3.exe""), expected: ""Yes"" },
     { actual: candidate(""His12FILE94.exe""), expected: ""No"" },
     { actual: candidate(""_Y.txt""), expected: ""No"" },
     { actual: candidate(""?aREYA.exe""), expected: ""No"" },
     { actual: candidate(""/this_is_valid.dll""), expected: ""No"" },
     { actual: candidate(""this_is_valid.wow""), expected: ""No"" },
     { actual: candidate(""this_is_valid.txt""), expected: ""Yes"" },
     { actual: candidate(""this_is_valid.txtexe""), expected: ""No"" },
     { actual: candidate(""#this2_i4s_5valid.ten""), expected: ""No"" },
     { actual: candidate(""@this1_is6_valid.exe""), expected: ""No"" },
     { actual: candidate(""this_is_12valid.6exe4.txt""), expected: ""No"" },
     { actual: candidate(""all.exe.txt""), expected: ""No"" },
     { actual: candidate(""I563_No.exe""), expected: ""Yes"" },
     { actual: candidate(""Is3youfault.txt""), expected: ""Yes"" },
     { actual: candidate(""no_one#knows.dll""), expected: ""Yes"" },
     { actual: candidate(""1I563_Yes3.exe""), expected: ""No"" },
     { actual: candidate(""I563_Yes3.txtt""), expected: ""No"" },
     { actual: candidate(""final..txt""), expected: ""No"" },
     { actual: candidate(""final132""), expected: ""No"" },
     { actual: candidate(""_f4indsartal132.""), expected: ""No"" },
     { actual: candidate("".txt""), expected: ""No"" },
     { actual: candidate(""s.""), expected: ""No"" },
   }

	for i, tc := range tests {
		t.Run(fmt.Sprintf(""test num % d"", i), func(t *testing.T) {
			if fmt.Sprintf(""%v"", tc.actual) != fmt.Sprintf(""%v"", tc.expected) {
				t.Errorf(""expected '%s', got '%s'"", tc.expected, tc.actual)
			}
		})
	}
}
"
go/HumanEval_142_sum_squares,ministral-8b-latest,SLM,HumanEval_142_sum_squares,go,"package sum_squares_test

import (
    ""testing""
    ""fmt""
)

// ""
// This function will take a list of integers. For all entries in the list, the function shall square the integer entry if its index is a 
// multiple of 3 and will cube the integer entry if its index is a multiple of 4 and not a multiple of 3. The function will not 
// change the entries in the list whose indexes are not a multiple of 3 or 4. The function shall then return the sum of all entries. 
// Examples:
// >>> lst
// []int{1, 2, 3}
// >>> lst
// int{}
// >>> lst
// []int{-1, -5, 2, -1, -5}
func sum_squares(lst []int) int {
","func sum_squares(lst []int) int {
    sum := 0
    for i, num := range lst {
        if i%3 == 0 {
            sum += num * num
        } else if i%4 == 0 {
            sum += num * num * num
        } else {
            sum += num
        }
    }
    return sum
}",passed,"func TestSum_Squares(t *testing.T) {
  candidate := sum_squares
	type test struct {
		actual   interface{}
		expected interface{}
	}
   tests := []test{
     { actual: candidate([]int{1, 2, 3}), expected: 6 },
     { actual: candidate([]int{1, 4, 9}), expected: 14 },
     { actual: candidate([]int{}), expected: 0 },
     { actual: candidate([]int{1, 1, 1, 1, 1, 1, 1, 1, 1}), expected: 9 },
     { actual: candidate([]int{-1, -1, -1, -1, -1, -1, -1, -1, -1}), expected: -3 },
     { actual: candidate([]int{0}), expected: 0 },
     { actual: candidate([]int{-1, -5, 2, -1, -5}), expected: -126 },
     { actual: candidate([]int{-56, -99, 1, 0, -2}), expected: 3030 },
     { actual: candidate([]int{-1, 0, 0, 0, 0, 0, 0, 0, -1}), expected: 0 },
     { actual: candidate([]int{-16, -9, -2, 36, 36, 26, -20, 25, -40, 20, -4, 12, -26, 35, 37}), expected: -14196 },
     { actual: candidate([]int{-1, -3, 17, -1, -15, 13, -1, 14, -14, -12, -5, 14, -14, 6, 13, 11, 16, 16, 4, 10}), expected: -1448 },
   }

	for i, tc := range tests {
		t.Run(fmt.Sprintf(""test num % d"", i), func(t *testing.T) {
			if fmt.Sprintf(""%v"", tc.actual) != fmt.Sprintf(""%v"", tc.expected) {
				t.Errorf(""expected '%s', got '%s'"", tc.expected, tc.actual)
			}
		})
	}
}
"
go/HumanEval_143_words_in_sentence,ministral-8b-latest,SLM,HumanEval_143_words_in_sentence,go,"package words_in_sentence_test

import (
    ""testing""
    ""fmt""
)

// You are given a string representing a sentence,
// the sentence contains some words separated by a space,
// and you have to return a string that contains the words from the original sentence,
// whose lengths are prime numbers,
// the order of the words in the new string should be the same as the original one.
// Example 1:
// >>> words_in_sentence(""This is a test"")
// ""is""
// Example 2:
// >>> words_in_sentence(""lets go for swimming"")
// ""go for""
// Constraints:
// * 1 <= len(sentence) <= 100
// * sentence contains only letters
func words_in_sentence(sentence string) string {
","func words_in_sentence(sentence string) string {
    var result strings.Builder
    words := strings.Fields(sentence)

    isPrime := func(n int) bool {
        if n <= 1 {
            return false
        }
        if n == 2 {
            return true
        }
        if n%2 == 0 {
            return false
        }
        for i := 3; i*i <= n; i += 2 {
            if n%i == 0 {
                return false
            }
        }
        return true
    }

    for _, word := range words {
        if isPrime(len(word)) {
            if result.Len() > 0 {
                result.WriteString("" "")
            }
            result.WriteString(word)
        }
    }

    return result.String()
}",SyntaxError,"func TestWords_In_Sentence(t *testing.T) {
  candidate := words_in_sentence
	type test struct {
		actual   interface{}
		expected interface{}
	}
   tests := []test{
     { actual: candidate(""This is a test""), expected: ""is"" },
     { actual: candidate(""lets go for swimming""), expected: ""go for"" },
     { actual: candidate(""there is no place available here""), expected: ""there is no place"" },
     { actual: candidate(""Hi I am Hussein""), expected: ""Hi am Hussein"" },
     { actual: candidate(""go for it""), expected: ""go for it"" },
     { actual: candidate(""here""), expected: """" },
     { actual: candidate(""here is""), expected: ""is"" },
   }

	for i, tc := range tests {
		t.Run(fmt.Sprintf(""test num % d"", i), func(t *testing.T) {
			if fmt.Sprintf(""%v"", tc.actual) != fmt.Sprintf(""%v"", tc.expected) {
				t.Errorf(""expected '%s', got '%s'"", tc.expected, tc.actual)
			}
		})
	}
}
"
go/HumanEval_144_simplify,ministral-8b-latest,SLM,HumanEval_144_simplify,go,"package simplify_test

import (
    ""testing""
    ""fmt""
)

// Your task is to implement a function that will simplify the expression
// x * n. The function returns true if x * n evaluates to a whole number and false
// otherwise. Both x and n, are string representation of a fraction, and have the following format,
// <numerator>/<denominator> where both numerator and denominator are positive whole numbers.
// You can assume that x, and n are valid fractions, and do not have zero as denominator.
// >>> simplify(""1/5"", ""5/1"")
// true
// >>> simplify(""1/6"", ""2/1"")
// false
// >>> simplify(""7/10"", ""10/2"")
// false
func simplify(x string, n string) bool {
","func simplify(x string, n string) bool {
    // Parse x
    xParts := strings.Split(x, ""/"")
    xNum := atoi(xParts[0])
    xDen := atoi(xParts[1])

    // Parse n
    nParts := strings.Split(n, ""/"")
    nNum := atoi(nParts[0])
    nDen := atoi(nParts[1])

    // Calculate numerator and denominator of the product
    productNum := xNum * nNum
    productDen := xDen * nDen

    // Check if the product is a whole number
    return productDen%productNum == 0
}

func atoi(s string) int {
    i, _ := strconv.Atoi(s)
    return i
}",SyntaxError,"func TestSimplify(t *testing.T) {
  candidate := simplify
	type test struct {
		actual   interface{}
		expected interface{}
	}
   tests := []test{
     { actual: candidate(""1/5"", ""5/1""), expected: true },
     { actual: candidate(""1/6"", ""2/1""), expected: false },
     { actual: candidate(""5/1"", ""3/1""), expected: true },
     { actual: candidate(""7/10"", ""10/2""), expected: false },
     { actual: candidate(""2/10"", ""50/10""), expected: true },
     { actual: candidate(""7/2"", ""4/2""), expected: true },
     { actual: candidate(""11/6"", ""6/1""), expected: true },
     { actual: candidate(""2/3"", ""5/2""), expected: false },
     { actual: candidate(""5/2"", ""3/5""), expected: false },
     { actual: candidate(""2/4"", ""8/4""), expected: true },
     { actual: candidate(""2/4"", ""4/2""), expected: true },
     { actual: candidate(""1/5"", ""5/1""), expected: true },
     { actual: candidate(""1/5"", ""1/5""), expected: false },
   }

	for i, tc := range tests {
		t.Run(fmt.Sprintf(""test num % d"", i), func(t *testing.T) {
			if fmt.Sprintf(""%v"", tc.actual) != fmt.Sprintf(""%v"", tc.expected) {
				t.Errorf(""expected '%s', got '%s'"", tc.expected, tc.actual)
			}
		})
	}
}
"
go/HumanEval_145_order_by_points,ministral-8b-latest,SLM,HumanEval_145_order_by_points,go,"package order_by_points_test

import (
    ""testing""
    ""fmt""
)

// Write a function which sorts the given list of integers
// in ascending order according to the sum of their digits.
// Note: if there are several items with similar sum of their digits,
// order them based on their index in original list.
// For example:
// >>> order_by_points([]int{1, 11, -1, -11, -12})
// []int{-1, -11, 1, -12, 11}
// >>> order_by_points([]int{})
// []int{}
func order_by_points(nums []int) []int {
","func order_by_points(nums []int) []int {
    if len(nums) == 0 {
        return []int{}
    }

    // Create a slice of structs to preserve original indices
    indexedNums := make([]struct {
        value int
        index int
    }, len(nums))

    for i, num := range nums {
        indexedNums[i] = struct {
            value int
            index int
        }{value: num, index: i}
    }

    // Sort based on sum of digits, then by original index
    sort.Slice(indexedNums, func(i, j int) bool {
        sumI := sumDigits(indexedNums[i].value)
        sumJ := sumDigits(indexedNums[j].value)

        if sumI != sumJ {
            return sumI < sumJ
        }
        return indexedNums[i].index < indexedNums[j].index
    })

    // Extract sorted values
    result := make([]int, len(nums))
    for i, num := range indexedNums {
        result[i] = num.value
    }

    return result
}

func sumDigits(num int) int {
    sum := 0
    n := num
    for n != 0 {
        sum += int(math.Abs(float64(n % 10)))
        n /= 10
    }
    return sum
}",SyntaxError,"func TestOrder_By_Points(t *testing.T) {
  candidate := order_by_points
	type test struct {
		actual   interface{}
		expected interface{}
	}
   tests := []test{
     { actual: candidate([]int{1, 11, -1, -11, -12}), expected: []int{-1, -11, 1, -12, 11} },
     { actual: candidate([]int{1234, 423, 463, 145, 2, 423, 423, 53, 6, 37, 3457, 3, 56, 0, 46}), expected: []int{0, 2, 3, 6, 53, 423, 423, 423, 1234, 145, 37, 46, 56, 463, 3457} },
     { actual: candidate([]int{}), expected: []int{} },
     { actual: candidate([]int{1, -11, -32, 43, 54, -98, 2, -3}), expected: []int{-3, -32, -98, -11, 1, 2, 43, 54} },
     { actual: candidate([]int{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11}), expected: []int{1, 10, 2, 11, 3, 4, 5, 6, 7, 8, 9} },
     { actual: candidate([]int{0, 6, 6, -76, -21, 23, 4}), expected: []int{-76, -21, 0, 4, 23, 6, 6} },
   }

	for i, tc := range tests {
		t.Run(fmt.Sprintf(""test num % d"", i), func(t *testing.T) {
			if fmt.Sprintf(""%v"", tc.actual) != fmt.Sprintf(""%v"", tc.expected) {
				t.Errorf(""expected '%s', got '%s'"", tc.expected, tc.actual)
			}
		})
	}
}
"
go/HumanEval_146_specialFilter,ministral-8b-latest,SLM,HumanEval_146_specialFilter,go,"package specialFilter_test

import (
    ""testing""
    ""fmt""
)

// Write a function that takes a list of numbers as input and returns 
// the number of elements in the list that are greater than 10 and both 
// first and last digits of a number are odd (1, 3, 5, 7, 9).
// For example:
// >>> specialFilter([]int{15, -73, 14, -15})
// 1
// >>> specialFilter([]int{33, -2, -3, 45, 21, 109})
// 2
func specialFilter(nums []int) int {
","func specialFilter(nums []int) int {
    count := 0
    for _, num := range nums {
        if num > 10 {
            absNum := num
            if num < 0 {
                absNum = -num
            }
            firstDigit := absNum
            for firstDigit >= 10 {
                firstDigit /= 10
            }
            lastDigit := absNum % 10
            if (firstDigit%2 != 0) && (lastDigit%2 != 0) {
                count++
            }
        }
    }
    return count
}",passed,"func TestSpecialfilter(t *testing.T) {
  candidate := specialFilter
	type test struct {
		actual   interface{}
		expected interface{}
	}
   tests := []test{
     { actual: candidate([]int{5, -2, 1, -5}), expected: 0 },
     { actual: candidate([]int{15, -73, 14, -15}), expected: 1 },
     { actual: candidate([]int{33, -2, -3, 45, 21, 109}), expected: 2 },
     { actual: candidate([]int{43, -12, 93, 125, 121, 109}), expected: 4 },
     { actual: candidate([]int{71, -2, -33, 75, 21, 19}), expected: 3 },
     { actual: candidate([]int{1}), expected: 0 },
     { actual: candidate([]int{}), expected: 0 },
   }

	for i, tc := range tests {
		t.Run(fmt.Sprintf(""test num % d"", i), func(t *testing.T) {
			if fmt.Sprintf(""%v"", tc.actual) != fmt.Sprintf(""%v"", tc.expected) {
				t.Errorf(""expected '%s', got '%s'"", tc.expected, tc.actual)
			}
		})
	}
}
"
go/HumanEval_147_get_max_triples,ministral-8b-latest,SLM,HumanEval_147_get_max_triples,go,"package get_max_triples_test

import (
    ""testing""
    ""fmt""
)

// You are given a positive integer n. You have to create an integer list a of length n.
// For each i (1 ≤ i ≤ n), the value of a[i] = i * i - i + 1.
// Return the number of triples (a[i], a[j], a[k]) of a where i < j < k, 
// and a[i] + a[j] + a[k] is a multiple of 3.
// Example :
// >>> get_max_triples(5)
// 1
// Explanation: 
// a = [1, 3, 7, 13, 21]
// The only valid triple is (1, 7, 13).
func get_max_triples(n int) int {
","func get_max_triples(n int) int {
    if n < 3 {
        return 0
    }

    a := make([]int, n)
    for i := 0; i < n; i++ {
        a[i] = (i + 1) * (i + 1) - (i + 1) + 1
    }

    count := 0
    for i := 0; i < n; i++ {
        for j := i + 1; j < n; j++ {
            for k := j + 1; k < n; k++ {
                if (a[i]+a[j]+a[k])%3 == 0 {
                    count++
                }
            }
        }
    }
    return count
}",passed,"func TestGet_Max_Triples(t *testing.T) {
  candidate := get_max_triples
	type test struct {
		actual   interface{}
		expected interface{}
	}
   tests := []test{
     { actual: candidate(5), expected: 1 },
     { actual: candidate(6), expected: 4 },
     { actual: candidate(10), expected: 36 },
     { actual: candidate(100), expected: 53361 },
   }

	for i, tc := range tests {
		t.Run(fmt.Sprintf(""test num % d"", i), func(t *testing.T) {
			if fmt.Sprintf(""%v"", tc.actual) != fmt.Sprintf(""%v"", tc.expected) {
				t.Errorf(""expected '%s', got '%s'"", tc.expected, tc.actual)
			}
		})
	}
}
"
