task_id,model_id,architecture,text,code_reference,test_setup_code,test_list,code,pass@1,codebleu
148,deepseek-v4-pro,MoE,Write a function to divide a number into two parts such that the sum of digits is maximum.,"def sum_digits_single(x) : 
    ans = 0
    while x : 
        ans += x % 10
        x //= 10  
    return ans 
def closest(x) : 
    ans = 0
    while (ans * 10 + 9 <= x) : 
        ans = ans * 10 + 9  
    return ans   
def sum_digits_twoparts(N) : 
    A = closest(N)  
    return sum_digits_single(A) + sum_digits_single(N - A) ",,"assert sum_digits_twoparts(35)==17
assert sum_digits_twoparts(7)==7
assert sum_digits_twoparts(100)==19","import math

def sum_digits_twoparts(n):
    max_sum = 0
    for i in range(n + 1):
        a = i
        b = n - i
        sum_digits = sum(int(d) for d in str(a)) + sum(int(d) for d in str(b))
        if sum_digits > max_sum:
            max_sum = sum_digits
    return max_sum",passed,0.1825
149,deepseek-v4-pro,MoE,Write a function to find the longest subsequence such that the difference between adjacents is one for the given array.,"def longest_subseq_with_diff_one(arr, n): 
	dp = [1 for i in range(n)] 
	for i in range(n): 
		for j in range(i): 
			if ((arr[i] == arr[j]+1) or (arr[i] == arr[j]-1)): 
				dp[i] = max(dp[i], dp[j]+1) 
	result = 1
	for i in range(n): 
		if (result < dp[i]): 
			result = dp[i] 
	return result",,"assert longest_subseq_with_diff_one([1, 2, 3, 4, 5, 3, 2], 7) == 6
assert longest_subseq_with_diff_one([10, 9, 4, 5, 4, 8, 6], 7) == 3
assert longest_subseq_with_diff_one([1, 2, 3, 2, 3, 7, 2, 1], 8) == 7","def longest_subseq_with_diff_one(arr, n):
    if n == 0:
        return 0
    dp = {}
    max_len = 1
    for x in arr:
        dp[x] = 1
        if x - 1 in dp:
            dp[x] = max(dp[x], dp[x - 1] + 1)
        if x + 1 in dp:
            dp[x] = max(dp[x], dp[x + 1] + 1)
        max_len = max(max_len, dp[x])
    return max_len",passed,0.1966
150,deepseek-v4-pro,MoE,Write a python function to find whether the given number is present in the infinite sequence or not.,"def does_Contain_B(a,b,c): 
    if (a == b): 
        return True
    if ((b - a) * c > 0 and (b - a) % c == 0): 
        return True
    return False",,"assert does_Contain_B(1,7,3) == True
assert does_Contain_B(1,-3,5) == False
assert does_Contain_B(3,2,5) == False","def does_Contain_B(a, b, num):
    if b == 0:
        return num == a
    if (num - a) % b == 0 and (num - a) // b >= 0:
        return True
    return False",AssertionError,0.5033
151,deepseek-v4-pro,MoE,Write a python function to check whether the given number is co-prime or not.,"def gcd(p,q):
    while q != 0:
        p, q = q,p%q
    return p
def is_coprime(x,y):
    return gcd(x,y) == 1",,"assert is_coprime(17,13) == True
assert is_coprime(15,21) == False
assert is_coprime(25,45) == False","import math

def is_coprime(a, b):
    return math.gcd(a, b) == 1",passed,0.1509
152,deepseek-v4-pro,MoE,Write a function to sort the given array by using merge sort.,"def merge(a,b):
    c = []
    while len(a) != 0 and len(b) != 0:
        if a[0] < b[0]:
            c.append(a[0])
            a.remove(a[0])
        else:
            c.append(b[0])
            b.remove(b[0])
    if len(a) == 0:
        c += b
    else:
        c += a
    return c
def merge_sort(x):
    if len(x) == 0 or len(x) == 1:
        return x
    else:
        middle = len(x)//2
        a = merge_sort(x[:middle])
        b = merge_sort(x[middle:])
        return merge(a,b)
",,"assert merge_sort([3, 4, 2, 6, 5, 7, 1, 9]) == [1, 2, 3, 4, 5, 6, 7, 9]
assert merge_sort([7, 25, 45, 78, 11, 33, 19]) == [7, 11, 19, 25, 33, 45, 78]
assert merge_sort([3, 1, 4, 9, 8]) == [1, 3, 4, 8, 9]","def merge_sort(arr):
    if len(arr) <= 1:
        return arr
    mid = len(arr) // 2
    left = merge_sort(arr[:mid])
    right = merge_sort(arr[mid:])
    return merge(left, right)

def merge(left, right):
    result = []
    i = j = 0
    while i < len(left) and j < len(right):
        if left[i] <= right[j]:
            result.append(left[i])
            i += 1
        else:
            result.append(right[j])
            j += 1
    result.extend(left[i:])
    result.extend(right[j:])
    return result",passed,0.2605
153,deepseek-v4-pro,MoE,Write a function to find the vertex of a parabola.,"def parabola_vertex(a, b, c): 
  vertex=(((-b / (2 * a)),(((4 * a * c) - (b * b)) / (4 * a))))
  return vertex",,"assert parabola_vertex(5,3,2)==(-0.3, 1.55)
assert parabola_vertex(9,8,4)==(-0.4444444444444444, 2.2222222222222223)
assert parabola_vertex(2,4,6)==(-1.0, 4.0)","import math

def parabola_vertex(a, b, c):
    x = -b / (2 * a)
    y = a * x**2 + b * x + c
    return (x, y)",passed,0.3399
154,deepseek-v4-pro,MoE,Write a function to extract every specified element from a given two dimensional list.,"def specified_element(nums, N):
    result = [i[N] for i in nums]
    return result",,"assert specified_element([[1, 2, 3, 2], [4, 5, 6, 2], [7, 1, 9, 5]],0)==[1, 4, 7]
assert specified_element([[1, 2, 3, 2], [4, 5, 6, 2], [7, 1, 9, 5]],2)==[3, 6, 9]
assert specified_element([[1, 2, 3, 2], [4, 5, 6, 2], [7, 1, 9, 5]],3)==[2,2,5]","def specified_element(lst, index):
    return [row[index] for row in lst]",passed,0.3009
155,deepseek-v4-pro,MoE,Write a python function to toggle all even bits of a given number.,"def even_bit_toggle_number(n) : 
    res = 0; count = 0; temp = n 
    while (temp > 0) :     
        if (count % 2 == 1) : 
            res = res | (1 << count)      
        count = count + 1
        temp >>= 1 
    return n ^ res ",,"assert even_bit_toggle_number(10) == 0
assert even_bit_toggle_number(20) == 30
assert even_bit_toggle_number(30) == 20","def even_bit_toggle_number(n):
    return n ^ 0xAAAAAAAA",AssertionError,0.0562
156,deepseek-v4-pro,MoE,Write a function to convert a tuple of string values to a tuple of integer values.,"def tuple_int_str(tuple_str):
    result = tuple((int(x[0]), int(x[1])) for x in tuple_str)
    return result",,"assert tuple_int_str((('333', '33'), ('1416', '55')))==((333, 33), (1416, 55))
assert tuple_int_str((('999', '99'), ('1000', '500')))==((999, 99), (1000, 500))
assert tuple_int_str((('666', '66'), ('1500', '555')))==((666, 66), (1500, 555))","def tuple_int_str(t):
    return tuple(tuple(int(x) for x in sub) for sub in t)",passed,0.2061
157,deepseek-v4-pro,MoE,Write a function to reflect the run-length encoding from a list.,"from itertools import groupby
def encode_list(list1):
    return [[len(list(group)), key] for key, group in groupby(list1)]",,"assert encode_list([1,1,2,3,4,4.3,5,1])==[[2, 1], [1, 2], [1, 3], [1, 4], [1, 4.3], [1, 5], [1, 1]]
assert encode_list('automatically')==[[1, 'a'], [1, 'u'], [1, 't'], [1, 'o'], [1, 'm'], [1, 'a'], [1, 't'], [1, 'i'], [1, 'c'], [1, 'a'], [2, 'l'], [1, 'y']]
assert encode_list('python')==[[1, 'p'], [1, 'y'], [1, 't'], [1, 'h'], [1, 'o'], [1, 'n']]","from itertools import groupby

def encode_list(data):
    return [[len(list(group)), key] for key, group in groupby(data)]",passed,0.8543
158,deepseek-v4-pro,MoE,Write a python function to find k number of operations required to make all elements equal.,"def min_Ops(arr,n,k): 
    max1 = max(arr) 
    res = 0
    for i in range(0,n):  
        if ((max1 - arr[i]) % k != 0): 
            return -1 
        else: 
            res += (max1 - arr[i]) / k 
    return int(res) ",,"assert min_Ops([2,2,2,2],4,3) == 0
assert min_Ops([4,2,6,8],4,3) == -1
assert min_Ops([21,33,9,45,63],5,6) == 24","import math

def min_Ops(arr, n, k):
    for i in range(1, n):
        if (arr[i] - arr[0]) % k != 0:
            return -1
    target = arr[0]
    ops = 0
    for val in arr:
        ops += abs(val - target) // k
    return ops",AssertionError,0.2357
159,deepseek-v4-pro,MoE,Write a function to print the season for the given month and day.,"def month_season(month,days):
 if month in ('January', 'February', 'March'):
	 season = 'winter'
 elif month in ('April', 'May', 'June'):
	 season = 'spring'
 elif month in ('July', 'August', 'September'):
	 season = 'summer'
 else:
	 season = 'autumn'
 if (month == 'March') and (days > 19):
	 season = 'spring'
 elif (month == 'June') and (days > 20):
	 season = 'summer'
 elif (month == 'September') and (days > 21):
	 season = 'autumn'
 elif (month == 'October') and (days > 21):
	 season = 'autumn'
 elif (month == 'November') and (days > 21):
	 season = 'autumn'
 elif (month == 'December') and (days > 20):
	 season = 'winter'
 return season",,"assert month_season('January',4)==('winter')
assert month_season('October',28)==('autumn')
assert month_season('June',6)==('spring')","from datetime import date

def month_season(month_name, day):
    month_map = {
        'January': 1, 'February': 2, 'March': 3, 'April': 4,
        'May': 5, 'June': 6, 'July': 7, 'August': 8,
        'September': 9, 'October': 10, 'November': 11, 'December': 12
    }
    month = month_map[month_name]
    d = date(2000, month, day)
    spring_start = date(2000, 3, 20)
    summer_start = date(2000, 6, 21)
    autumn_start = date(2000, 9, 22)
    winter_start = date(2000, 12, 21)

    if d >= spring_start and d < summer_start:
        return 'spring'
    elif d >= summer_start and d < autumn_start:
        return 'summer'
    elif d >= autumn_start and d < winter_start:
        return 'autumn'
    else:
        return 'winter'",passed,0.1445
160,deepseek-v4-pro,MoE,Write a function to find x and y that satisfies ax + by = n.,"def solution (a, b, n): 
	i = 0
	while i * a <= n: 
		if (n - (i * a)) % b == 0: 
			return (""x = "",i ,"", y = "", 
			int((n - (i * a)) / b)) 
			return 0
		i = i + 1
	return (""No solution"") ",,"assert solution(2, 3, 7) == ('x = ', 2, ', y = ', 1)
assert solution(4, 2, 7) == 'No solution'
assert solution(1, 13, 17) == ('x = ', 4, ', y = ', 1)","import math

def solution(a, b, n):
    g = math.gcd(a, b)
    if n % g != 0:
        return 'No solution'
    a //= g
    b //= g
    n //= g
    for x in range(n // a + 1):
        rem = n - a * x
        if rem % b == 0:
            y = rem // b
            return ('x = ', x, ', y = ', y)
    return 'No solution'",passed,0.2169
161,deepseek-v4-pro,MoE,Write a function to remove all elements from a given list present in another list.,"def remove_elements(list1, list2):
    result = [x for x in list1 if x not in list2]
    return result",,"assert remove_elements([1,2,3,4,5,6,7,8,9,10],[2,4,6,8])==[1, 3, 5, 7, 9, 10]
assert remove_elements([1, 2, 3, 4, 5, 6, 7, 8, 9, 10],[1, 3, 5, 7])==[2, 4, 6, 8, 9, 10]
assert remove_elements([1, 2, 3, 4, 5, 6, 7, 8, 9, 10],[5,7])==[1, 2, 3, 4, 6, 8, 9, 10]","def remove_elements(list1, list2):
    return [x for x in list1 if x not in list2]",passed,0.6459
162,deepseek-v4-pro,MoE,Write a function to calculate the sum of the positive integers of n+(n-2)+(n-4)... (until n-x =< 0).,"def sum_series(n):
  if n < 1:
    return 0
  else:
    return n + sum_series(n - 2)",,"assert sum_series(6)==12
assert sum_series(10)==30
assert sum_series(9)==25","def sum_series(n):
    total = 0
    while n > 0:
        total += n
        n -= 2
    return total",passed,0.1758
163,deepseek-v4-pro,MoE,Write a function to calculate the area of a regular polygon.,"from math import tan, pi
def area_polygon(s,l):
  area = s * (l ** 2) / (4 * tan(pi / s))
  return area",,"assert area_polygon(4,20)==400.00000000000006
assert area_polygon(10,15)==1731.1969896610804
assert area_polygon(9,7)==302.90938549487214","import math

def area_polygon(n, s):
    return (n * s**2) / (4 * math.tan(math.pi / n))",passed,0.2066
164,deepseek-v4-pro,MoE,Write a python function to check whether the sum of divisors are same or not.,"import math 
def divSum(n): 
    sum = 1; 
    i = 2; 
    while(i * i <= n): 
        if (n % i == 0): 
            sum = (sum + i +math.floor(n / i)); 
        i += 1; 
    return sum; 
def areEquivalent(num1,num2): 
    return divSum(num1) == divSum(num2); ",,"assert areEquivalent(36,57) == False
assert areEquivalent(2,4) == False
assert areEquivalent(23,47) == True","import math

def areEquivalent(a, b):
    def sum_of_divisors(n):
        if n <= 0:
            return 0
        total = 0
        limit = int(math.isqrt(n))
        for i in range(1, limit + 1):
            if n % i == 0:
                total += i
                if i != n // i:
                    total += n // i
        return total

    return sum_of_divisors(a) == sum_of_divisors(b)",AssertionError,0.277
165,deepseek-v4-pro,MoE,Write a python function to count characters at same position in a given string (lower and uppercase characters) as in english alphabet.,"def count_char_position(str1): 
    count_chars = 0
    for i in range(len(str1)):
        if ((i == ord(str1[i]) - ord('A')) or 
            (i == ord(str1[i]) - ord('a'))): 
            count_chars += 1
    return count_chars ",,"assert count_char_position(""xbcefg"") == 2
assert count_char_position(""ABcED"") == 3
assert count_char_position(""AbgdeF"") == 5","def count_char_position(s):
    count = 0
    for i, ch in enumerate(s):
        pos = i + 1
        expected_lower = chr(ord('a') + i)
        expected_upper = chr(ord('A') + i)
        if ch == expected_lower or ch == expected_upper:
            count += 1
    return count",passed,0.2464
166,deepseek-v4-pro,MoE,Write a python function to count the pairs with xor as an even number.,"def find_even_Pair(A,N): 
    evenPair = 0
    for i in range(0,N): 
        for j in range(i+1,N): 
            if ((A[i] ^ A[j]) % 2 == 0): 
                evenPair+=1
    return evenPair; ",,"assert find_even_Pair([5,4,7,2,1],5) == 4
assert find_even_Pair([7,2,8,1,0,5,11],7) == 9
assert find_even_Pair([1,2,3],3) == 1","def find_even_Pair(arr, n):
    even = 0
    odd = 0
    for num in arr:
        if num % 2 == 0:
            even += 1
        else:
            odd += 1
    return (even * (even - 1)) // 2 + (odd * (odd - 1)) // 2",passed,0.158
167,deepseek-v4-pro,MoE,Write a python function to find smallest power of 2 greater than or equal to n.,"def next_Power_Of_2(n): 
    count = 0; 
    if (n and not(n & (n - 1))): 
        return n   
    while( n != 0): 
        n >>= 1
        count += 1
    return 1 << count; ",,"assert next_Power_Of_2(0) == 1
assert next_Power_Of_2(5) == 8
assert next_Power_Of_2(17) == 32","import math

def next_Power_Of_2(n):
    if n <= 0:
        return 1
    p = 1
    while p < n:
        p <<= 1
    return p",passed,0.216
168,deepseek-v4-pro,MoE,Write a python function to find the frequency of a number in a given array.,"def frequency(a,x): 
    count = 0  
    for i in a: 
        if i == x: count += 1
    return count ",,"assert frequency([1,2,3],4) == 0
assert frequency([1,2,2,3,3,3,4],3) == 3
assert frequency([0,1,2,3,1,2],1) == 2","from collections import Counter

def frequency(arr, num):
    return arr.count(num)",passed,0.1154
169,deepseek-v4-pro,MoE,Write a function to calculate the nth pell number.,"def get_pell(n): 
	if (n <= 2): 
		return n 
	a = 1
	b = 2
	for i in range(3, n+1): 
		c = 2 * b + a 
		a = b 
		b = c 
	return b ",,"assert get_pell(4) == 12
assert get_pell(7) == 169
assert get_pell(8) == 408","def get_pell(n):
    if n <= 0:
        return 0
    if n == 1:
        return 1
    a, b = 0, 1
    for _ in range(2, n + 1):
        a, b = b, 2 * b + a
    return b",passed,0.3677
170,deepseek-v4-pro,MoE,Write a function to find sum of the numbers in a list between the indices of a specified range.,"def sum_range_list(list1, m, n):                                                                                                                                                                                                
    sum_range = 0                                                                                                                                                                                                         
    for i in range(m, n+1, 1):                                                                                                                                                                                        
        sum_range += list1[i]                                                                                                                                                                                                  
    return sum_range   ",,"assert sum_range_list( [2,1,5,6,8,3,4,9,10,11,8,12],8,10)==29
assert sum_range_list( [2,1,5,6,8,3,4,9,10,11,8,12],5,7)==16
assert sum_range_list( [2,1,5,6,8,3,4,9,10,11,8,12],7,10)==38","def sum_range_list(lst, start, end):
    return sum(lst[start:end+1])",passed,0.1391
171,deepseek-v4-pro,MoE,Write a function to find the perimeter of a pentagon.,"import math
def perimeter_pentagon(a):
  perimeter=(5*a)
  return perimeter",,"assert perimeter_pentagon(5)==25
assert perimeter_pentagon(10)==50
assert perimeter_pentagon(15)==75","def perimeter_pentagon(side):
    return 5 * side",passed,0.1672
172,deepseek-v4-pro,MoE,Write a function to find the occurence of characters 'std' in the given string 1. list item 1. list item 1. list item 2. list item 2. list item 2. list item,"def count_occurance(s):
  count=0
  for i in range(len(s)):
    if (s[i]== 's' and s[i+1]=='t' and s[i+2]== 'd'):
      count = count + 1
  return count",,"assert count_occurance(""letstdlenstdporstd"") == 3
assert count_occurance(""truststdsolensporsd"") == 1
assert count_occurance(""makestdsostdworthit"") == 2","from collections import Counter

def count_occurance(s):
    count = 0
    for i in range(len(s) - 2):
        if s[i:i+3] == 'std':
            count += 1
    return count",passed,0.2578
173,deepseek-v4-pro,MoE,Write a function to remove everything except alphanumeric characters from a string.,"import re
def remove_splchar(text): 
 pattern = re.compile('[\W_]+')
 return (pattern.sub('', text))",,"assert remove_splchar('python  @#&^%$*program123')==('pythonprogram123')
assert remove_splchar('python %^$@!^&*()  programming24%$^^()    language')==('pythonprogramming24language')
assert remove_splchar('python   ^%&^()(+_)(_^&67)                  program')==('python67program')","import re

def remove_splchar(s):
    return re.sub(r'[^a-zA-Z0-9]', '', s)",passed,0.2785
174,deepseek-v4-pro,MoE,Write a function to group a sequence of key-value pairs into a dictionary of lists.,"def group_keyvalue(l):
    result = {}
    for k, v in l:
         result.setdefault(k, []).append(v)
    return result",,"assert group_keyvalue([('yellow', 1), ('blue', 2), ('yellow', 3), ('blue', 4), ('red', 1)])=={'yellow': [1, 3], 'blue': [2, 4], 'red': [1]}
assert group_keyvalue([('python', 1), ('python', 2), ('python', 3), ('python', 4), ('python', 5)])=={'python': [1,2,3,4,5]}
assert group_keyvalue([('yellow',100), ('blue', 200), ('yellow', 300), ('blue', 400), ('red', 100)])=={'yellow': [100, 300], 'blue': [200, 400], 'red': [100]}","from collections import defaultdict

def group_keyvalue(pairs):
    result = defaultdict(list)
    for key, value in pairs:
        result[key].append(value)
    return dict(result)",passed,0.1952
175,deepseek-v4-pro,MoE,Write a function to verify validity of a string of parentheses.,"def is_valid_parenthese( str1):
        stack, pchar = [], {""("": "")"", ""{"": ""}"", ""["": ""]""}
        for parenthese in str1:
            if parenthese in pchar:
                stack.append(parenthese)
            elif len(stack) == 0 or pchar[stack.pop()] != parenthese:
                return False
        return len(stack) == 0",,"assert is_valid_parenthese(""(){}[]"")==True
assert is_valid_parenthese(""()[{)}"")==False
assert is_valid_parenthese(""()"")==True","def is_valid_parenthese(s):
    stack = []
    mapping = {')': '(', '}': '{', ']': '['}
    for char in s:
        if char in mapping.values():
            stack.append(char)
        elif char in mapping:
            if not stack or stack[-1] != mapping[char]:
                return False
            stack.pop()
        else:
            return False
    return not stack",passed,0.4001
176,deepseek-v4-pro,MoE,Write a function to find the perimeter of a triangle.,"def perimeter_triangle(a,b,c):
  perimeter=a+b+c
  return perimeter",,"assert perimeter_triangle(10,20,30)==60
assert perimeter_triangle(3,4,5)==12
assert perimeter_triangle(25,35,45)==105","def perimeter_triangle(a, b, c):
    return a + b + c",passed,0.2959
177,deepseek-v4-pro,MoE,Write a python function to find two distinct numbers such that their lcm lies within the given range.,"def answer(L,R): 
    if (2 * L <= R): 
        return (L ,2*L)
    else: 
        return (-1) ",,"assert answer(3,8) == (3,6)
assert answer(2,6) == (2,4)
assert answer(1,3) == (1,2)","import math

def answer(l, r):
    for a in range(l, r + 1):
        for b in range(a + 1, r + 1):
            lcm_val = a * b // math.gcd(a, b)
            if l <= lcm_val <= r:
                return (a, b)
    return None",AssertionError,0.1896
178,deepseek-v4-pro,MoE,Write a function to search some literals strings in a string.,"import re
def string_literals(patterns,text):
  for pattern in patterns:
     if re.search(pattern,  text):
       return ('Matched!')
     else:
       return ('Not Matched!')",,"assert string_literals(['language'],'python language')==('Matched!')
assert string_literals(['program'],'python language')==('Not Matched!')
assert string_literals(['python'],'programming language')==('Not Matched!')","import re

def string_literals(literals, text):
    for lit in literals:
        if re.search(re.escape(lit), text):
            return 'Matched!'
    return 'Not Matched!'",passed,0.3653
179,deepseek-v4-pro,MoE,Write a function to find if the given number is a keith number or not.,"def is_num_keith(x): 
	terms = [] 
	temp = x 
	n = 0 
	while (temp > 0): 
		terms.append(temp % 10) 
		temp = int(temp / 10) 
		n+=1 
	terms.reverse() 
	next_term = 0 
	i = n 
	while (next_term < x): 
		next_term = 0 
		for j in range(1,n+1): 
			next_term += terms[i - j] 
		terms.append(next_term) 
		i+=1 
	return (next_term == x) ",,"assert is_num_keith(14) == True
assert is_num_keith(12) == False
assert is_num_keith(197) == True","from typing import List

def is_num_keith(n: int) -> bool:
    if n < 10:
        return False
    digits: List[int] = [int(d) for d in str(n)]
    seq: List[int] = digits[:]
    while True:
        next_val = sum(seq[-len(digits):])
        if next_val == n:
            return True
        if next_val > n:
            return False
        seq.append(next_val)",passed,0.1148
180,deepseek-v4-pro,MoE,Write a function to calculate distance between two points using latitude and longitude.,"from math import radians, sin, cos, acos
def distance_lat_long(slat,slon,elat,elon):
 dist = 6371.01 * acos(sin(slat)*sin(elat) + cos(slat)*cos(elat)*cos(slon - elon))
 return dist",,"assert distance_lat_long(23.5,67.5,25.5,69.5)==12179.372041317429
assert distance_lat_long(10.5,20.5,30.5,40.5)==6069.397933300514
assert distance_lat_long(10,20,30,40)==6783.751974994595","import math

def distance_lat_long(lat1, lon1, lat2, lon2):
    R = 6371.0
    lat1_rad = math.radians(lat1)
    lon1_rad = math.radians(lon1)
    lat2_rad = math.radians(lat2)
    lon2_rad = math.radians(lon2)

    dlat = lat2_rad - lat1_rad
    dlon = lon2_rad - lon1_rad

    a = math.sin(dlat / 2)**2 + math.cos(lat1_rad) * math.cos(lat2_rad) * math.sin(dlon / 2)**2
    c = 2 * math.atan2(math.sqrt(a), math.sqrt(1 - a))

    distance = R * c
    return distance",AssertionError,0.2729
181,deepseek-v4-pro,MoE,Write a function to find the longest common prefix in the given set of strings.,"def common_prefix_util(str1, str2): 
	result = """"; 
	n1 = len(str1) 
	n2 = len(str2) 
	i = 0
	j = 0
	while i <= n1 - 1 and j <= n2 - 1: 
		if (str1[i] != str2[j]): 
			break
		result += str1[i] 
		i += 1
		j += 1
	return (result) 
def common_prefix (arr, n): 
	prefix = arr[0] 
	for i in range (1, n): 
		prefix = common_prefix_util(prefix, arr[i]) 
	return (prefix) ",,"assert common_prefix([""tablets"", ""tables"", ""taxi"", ""tamarind""], 4) == 'ta'
assert common_prefix([""apples"", ""ape"", ""april""], 3) == 'ap'
assert common_prefix([""teens"", ""teenager"", ""teenmar""], 3) == 'teen'","def common_prefix(strings, n):
    if not strings or n <= 0:
        return ''
    prefix = strings[0]
    for s in strings[1:]:
        while not s.startswith(prefix):
            prefix = prefix[:-1]
            if not prefix:
                return ''
    return prefix[:n]",AssertionError,0.0828
182,deepseek-v4-pro,MoE,"Write a function to find uppercase, lowercase, special character and numeric values using regex.","import re
def find_character(string):
  uppercase_characters = re.findall(r""[A-Z]"", string) 
  lowercase_characters = re.findall(r""[a-z]"", string) 
  numerical_characters = re.findall(r""[0-9]"", string) 
  special_characters = re.findall(r""[, .!?]"", string) 
  return uppercase_characters, lowercase_characters, numerical_characters, special_characters",,"assert find_character(""ThisIsGeeksforGeeks"") == (['T', 'I', 'G', 'G'], ['h', 'i', 's', 's', 'e', 'e', 'k', 's', 'f', 'o', 'r', 'e', 'e', 'k', 's'], [], [])
assert find_character(""Hithere2"") == (['H'], ['i', 't', 'h', 'e', 'r', 'e'], ['2'], [])
assert find_character(""HeyFolks32"") == (['H', 'F'], ['e', 'y', 'o', 'l', 'k', 's'], ['3', '2'], [])","import re

def find_character(s):
    uppercase = re.findall(r'[A-Z]', s)
    lowercase = re.findall(r'[a-z]', s)
    numbers = re.findall(r'[0-9]', s)
    special = re.findall(r'[^A-Za-z0-9]', s)
    return (uppercase, lowercase, numbers, special)",passed,0.4856
183,deepseek-v4-pro,MoE,Write a function to count all the distinct pairs having a difference of k in any array.,"def count_pairs(arr, n, k):
  count=0;
  for i in range(0,n):
    for j in range(i+1, n):
      if arr[i] - arr[j] == k or arr[j] - arr[i] == k:
        count += 1
  return count",,"assert count_pairs([1, 5, 3, 4, 2], 5, 3) == 2
assert count_pairs([8, 12, 16, 4, 0, 20], 6, 4) == 5
assert count_pairs([2, 4, 1, 3, 4], 5, 2) == 3","def count_pairs(arr, n, k):
    seen = set()
    count = 0
    for x in arr:
        if x - k in seen:
            count += 1
        if x + k in seen:
            count += 1
        seen.add(x)
    return count",passed,0.2475
184,deepseek-v4-pro,MoE,Write a function to find all the values in a list that are greater than a specified number.,"def greater_specificnum(list,num):
 greater_specificnum=all(x >= num for x in list)
 return greater_specificnum",,"assert greater_specificnum([220, 330, 500],200)==True
assert greater_specificnum([12, 17, 21],20)==False
assert greater_specificnum([1,2,3,4],10)==False","def greater_specificnum(lst, num):
    return any(x > num for x in lst)",AssertionError,0.3614
185,deepseek-v4-pro,MoE,Write a function to find the focus of a parabola.,"def parabola_focus(a, b, c): 
  focus= (((-b / (2 * a)),(((4 * a * c) - (b * b) + 1) / (4 * a))))
  return focus",,"assert parabola_focus(5,3,2)==(-0.3, 1.6)
assert parabola_focus(9,8,4)==(-0.4444444444444444, 2.25)
assert parabola_focus(2,4,6)==(-1.0, 4.125)","import math

def parabola_focus(a, b, c):
    h = -b / (2 * a)
    k = c - (b**2) / (4 * a)
    p = 1 / (4 * a)
    focus_x = h
    focus_y = k + p
    return (focus_x, focus_y)",passed,0.3505
186,deepseek-v4-pro,MoE,Write a function to search some literals strings in a string by using regex.,"import re
def check_literals(text, patterns):
  for pattern in patterns:
    if re.search(pattern,  text):
        return ('Matched!')
    else:
        return ('Not Matched!')",,"assert check_literals('The quick brown fox jumps over the lazy dog.',['fox']) == 'Matched!'
assert check_literals('The quick brown fox jumps over the lazy dog.',['horse']) == 'Not Matched!'
assert check_literals('The quick brown fox jumps over the lazy dog.',['lazy']) == 'Matched!'","import re

def check_literals(text, words):
    for word in words:
        if re.search(re.escape(word), text):
            return 'Matched!'
    return 'Not Matched!'",passed,0.4172
187,deepseek-v4-pro,MoE,Write a function to find the longest common subsequence for the given two sequences.,"def longest_common_subsequence(X, Y, m, n): 
    if m == 0 or n == 0: 
       return 0 
    elif X[m-1] == Y[n-1]: 
       return 1 + longest_common_subsequence(X, Y, m-1, n-1) 
    else: 
       return max(longest_common_subsequence(X, Y, m, n-1), longest_common_subsequence(X, Y, m-1, n))",,"assert longest_common_subsequence(""AGGTAB"" , ""GXTXAYB"", 6, 7) == 4
assert longest_common_subsequence(""ABCDGH"" , ""AEDFHR"", 6, 6) == 3
assert longest_common_subsequence(""AXYT"" , ""AYZX"", 4, 4) == 2","def longest_common_subsequence(s1, s2, m, n):
    dp = [[0] * (n + 1) for _ in range(m + 1)]
    for i in range(1, m + 1):
        for j in range(1, n + 1):
            if s1[i - 1] == s2[j - 1]:
                dp[i][j] = dp[i - 1][j - 1] + 1
            else:
                dp[i][j] = max(dp[i - 1][j], dp[i][j - 1])
    return dp[m][n]",passed,0.2053
188,deepseek-v4-pro,MoE,Write a python function to check whether the given number can be represented by product of two squares or not.,"def prod_Square(n):
    for i in range(2,(n) + 1):
        if (i*i < (n+1)):
            for j in range(2,n + 1):
                if ((i*i*j*j) == n):
                    return True;
    return False;",,"assert prod_Square(25) == False
assert prod_Square(30) == False
assert prod_Square(16) == True","import math

def prod_Square(n):
    if n < 1:
        return False
    for a in range(1, int(math.isqrt(n)) + 1):
        a2 = a * a
        if n % a2 == 0:
            rem = n // a2
            b = math.isqrt(rem)
            if b * b == rem:
                return True
    return False",AssertionError,0.1902
189,deepseek-v4-pro,MoE,Write a python function to find the first missing positive number.,"def first_Missing_Positive(arr,n): 
    ptr = 0
    for i in range(n):
        if arr[i] == 1:
            ptr = 1
            break
    if ptr == 0:
        return(1)
    for i in range(n):
        if arr[i] <= 0 or arr[i] > n:
            arr[i] = 1
    for i in range(n):
        arr[(arr[i] - 1) % n] += n
    for i in range(n):
        if arr[i] <= n:
            return(i + 1)
    return(n + 1)",,"assert first_Missing_Positive([1,2,3,-1,5],5) == 4
assert first_Missing_Positive([0,-1,-2,1,5,8],6) == 2
assert first_Missing_Positive([0,1,2,5,-8],5) == 3","def first_Missing_Positive(nums, n):
    num_set = set(num for num in nums if num > 0)
    for i in range(1, n + 2):
        if i not in num_set:
            return i",passed,0.0738
